,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,PTV
137,1606/8 Bowen Crescent Melbourne VIC 3004,650.0,"[-37.8354199, 144.9725792]",2,2,1,Apartment / Unit / Flat,Motion Property,3004,"[226.56791253, 242.113108, 243.66582782]"
138,801/12 Queens Road Melbourne VIC 3004,900.0,"[-37.8384194, 144.9747126]",3,2,2,Apartment / Unit / Flat,Hodges Real Estate Sandringham,3004,"[145.71589566, 150.45445581, 175.31627544]"
139,76/485-489 St Kilda Road Melbourne VIC 3004,635.0,"[-37.8426262, 144.9783298]",2,1,1,Apartment / Unit / Flat,Dingle Partners,3004,"[102.5597687, 153.51073025, 172.35995867]"
140,603/469 St Kilda Road Melbourne VIC 3004,1100.0,"[-37.8414584, 144.9779051]",2,2,2,Apartment / Unit / Flat,Kay & Burton South Yarra,3004,"[43.32527553, 52.52436613, 230.51732511]"
141,32/485 St Kilda Road Melbourne VIC 3004,520.0,"[-37.8426262, 144.9783298]",2,1,1,Apartment / Unit / Flat,Woodards South Yarra,3004,"[102.5597687, 153.51073025, 172.35995867]"
142,5/80 Queens Road Melbourne VIC 3004,350.0,"[-37.8532567, 144.9796633]",1,1,1,Apartment / Unit / Flat, Gary Peer,3004,"[172.22933609, 181.67415521, 309.30005242]"
143,1306/582 St Kilda Road Melbourne VIC 3004,1100.0,"[-37.8493082, 144.9794216]",2,2,2,Apartment / Unit / Flat,Home AU Real Estate,3004,"[92.88527777, 100.7558216, 157.31938175]"
144,803/430 St Kilda Road Melbourne VIC 3004,1400.0,"[-37.837123, 144.9751256]",3,2,2,Apartment / Unit / Flat,Dingle Partners,3004,"[146.53309991, 151.66761709, 157.30129238]"
145,309/400 St Kilda Road Melbourne VIC 3004,400.0,"[-37.8345779, 144.9738728]",1,1,1,Apartment / Unit / Flat,Dixon Kestles,3004,"[162.11470541, 178.1744343, 185.88272525]"
146,1906/12 Queens Rd Melbourne VIC 3004,1650.0,"[-37.8384194, 144.9747126]",3,2,2,Apartment / Unit / Flat,Hodges Real Estate Sandringham,3004,"[145.71589566, 150.45445581, 175.31627544]"
147,114/77 Queens Road Melbourne VIC 3004,375.0,"[-37.85271110000001, 144.9797274]",1,1,0,Apartment / Unit / Flat,Ray White Southbank & Port Phillip,3004,"[159.07228091, 168.38139497, 344.94923173]"
148,412/23 Queens Road Melbourne VIC 3004,500.0,"[-37.8412417, 144.975597]",2,1,1,Apartment / Unit / Flat,Inner Real Estate NEXTRE,3004,"[159.79304061, 161.49031167, 244.01457346]"
149,514/610 St Kilda Road Melbourne VIC 3004,500.0,"[-37.8520422, 144.9803303]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3004,"[134.79404556, 141.38212932, 265.82102907]"
150,1305/12 Queens Road Melbourne VIC 3004,400.0,"[-37.8384194, 144.9747126]",1,1,1,Apartment / Unit / Flat,Wood Property,3004,"[145.71589566, 150.45445581, 175.31627544]"
151,208/610 St Kilda Road Melbourne VIC 3004,371.0,"[-37.8520422, 144.9803303]",1,1,1,Apartment / Unit / Flat,MICM Real Estate,3004,"[134.79404556, 141.38212932, 265.82102907]"
152,81/416 St Kilda Road Melbourne VIC 3004,500.0,"[-37.8355104, 144.974613]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3004,"[48.39041753, 64.90290297, 69.27908765]"
153,817/35 Albert Road Melbourne VIC 3004,650.0,"[-37.834695, 144.9721117]",2,2,1,Apartment / Unit / Flat,Ausview Estate Agents,3004,"[286.25414049, 292.04038017, 302.8903511]"
154,712/14 Queens Road Melbourne VIC 3004,650.0,"[-37.8389211, 144.9749946]",1,1,1,Apartment / Unit / Flat,Hallmarc Asset Management,3004,"[119.46730098, 140.4039641, 143.48743542]"
155,215/12 Queens Road Melbourne VIC 3004,505.0,"[-37.8384194, 144.9747126]",2,1,1,Apartment / Unit / Flat,Wood Property,3004,"[145.71589566, 150.45445581, 175.31627544]"
156,1208/14 Queens Road Melbourne VIC 3004,720.0,"[-37.8389211, 144.9749946]",2,2,1,Apartment / Unit / Flat,Hallmarc Asset Management,3004,"[119.46730098, 140.4039641, 143.48743542]"
157,1601/568 St Kilda Road Melbourne VIC 3004,480.0,"[-37.8471627, 144.978741]",1,1,1,Apartment / Unit / Flat,Inner Real Estate NEXTRE,3004,"[98.6953991, 121.39197141, 309.47529274]"
158,1209/14 Queens Road Melbourne VIC 3004,1600.0,"[-37.8389211, 144.9749946]",3,2,2,Apartment / Unit / Flat,Hallmarc Asset Management,3004,"[119.46730098, 140.4039641, 143.48743542]"
159,1508/568 St Kilda Road Melbourne VIC 3004,450.0,"[-37.8471627, 144.978741]",1,1,1,Apartment / Unit / Flat,Twig Real Estate,3004,"[98.6953991, 121.39197141, 309.47529274]"
160,1215/610 St Kilda Road Melbourne VIC 3004,460.0,"[-37.8520422, 144.9803303]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3004,"[134.79404556, 141.38212932, 265.82102907]"
161,409/360 St Kilda Road Melbourne VIC 3004,475.0,"[-37.8315104, 144.9707236]",1,1,1,Apartment / Unit / Flat,Longview Real Estate,3004,"[61.96107128, 75.95210453, 84.42615265]"
162,705/26 Southgate Avenue Southbank VIC 3006,530.0,"[-37.8204479, 144.9671207]",1,1,1,Apartment / Unit / Flat,Dixon Kestles,3006,"[86.04010576, 86.62545866, 119.89014571]"
163,1306/285 City Road Southbank VIC 3006,500.0,"[-37.8274177, 144.9587959]",2,1,1,Apartment / Unit / Flat,Dingle Partners,3006,"[79.04370434, 84.60980681, 141.81507181]"
164,3402/61 Haig Street Southbank VIC 3006,395.0,"[-37.8276686, 144.9566961]",1,1,0,Apartment / Unit / Flat,Motion Property,3006,"[77.83334805, 100.48534045, 115.68365076]"
165,30/161 Sturt Street Southbank VIC 3006,500.0,"[-37.8281507, 144.9663248]",2,1,1,Apartment / Unit / Flat,Woodards South Yarra,3006,"[23.47552296, 58.84334292, 236.76839318]"
166,1008/80 Clarendon Street Southbank VIC 3006,650.0,"[-37.8271909, 144.9573763]",2,2,1,Apartment / Unit / Flat,Dingle Partners,3006,"[43.78496316, 100.9483272, 118.69693657]"
167,1101/33 Clarke Street Southbank VIC 3006,360.0,"[-37.82615550000001, 144.9592691]",1,1,0,Apartment / Unit / Flat,Hodges South Melbourne,3006,"[45.9903769, 99.5019863, 123.30303402]"
168,2409/105 Clarendon Street Southbank VIC 3006,420.0,"[-37.8271243, 144.9581274]",1,1,0,Apartment / Unit / Flat,GBE Property Investments,3006,"[24.1262475, 103.41688521, 126.17675879]"
169,3511/70 Southbank Boulevard Southbank VIC 3006,480.0,"[-37.8231931, 144.9639881]",1,1,0,Apartment / Unit / Flat,Coronis Homes,3006,"[139.71669481, 161.19054055, 270.94001289]"
170,4101/245 City Road Southbank VIC 3006,600.0,"[-37.826641, 144.9596778]",2,1,1,Apartment / Unit / Flat,Dingle Partners,3006,"[70.47391902, 94.67484941, 103.6643886]"
171,"Level 35, 3501/7 Riverside Quay Southbank VIC 3006",850.0,"[-37.8213341, 144.9646982]",2,2,1,Apartment / Unit / Flat,Besser & Co. Estate Agents,3006,"[190.06005532, 199.04615083, 215.99307246]"
172,1701a/60 Dorcas Street Southbank VIC 3006,400.0,"[-37.8304682, 144.9679382]",1,1,0,Apartment / Unit / Flat,Besser & Co. Estate Agents,3006,"[227.67083309, 233.4399, 237.76452086]"
173,3606/45 Clarke Street Southbank VIC 3006,650.0,"[-37.8269008, 144.9595298]",2,2,0,Apartment / Unit / Flat,aussieproperty.com,3006,"[100.98977778, 120.22670485, 129.43668952]"
174,2204/250 City Road Southbank VIC 3006,475.0,"[-37.8257343, 144.9596645]",2,1,0,Apartment / Unit / Flat,Dingle Partners,3006,"[31.61228063, 47.70573839, 107.19423544]"
175,1003/75 Coventry Street Southbank VIC 3006,450.0,"[-37.82966270000001, 144.9685634]",1,1,1,Apartment / Unit / Flat,Biggin & Scott Richmond,3006,"[239.38761084, 276.80743275, 279.24501166]"
176,5/116 Dodds Street Southbank VIC 3006,675.0,"[-37.8292693, 144.9667684]",3,1,1,Apartment / Unit / Flat,Dingle Partners,3006,"[128.19673633, 138.50195524, 157.93958096]"
177,2410/45 Haig Street Southbank VIC 3006,495.0,"[-37.8270615, 144.9574341]",1,1,1,Apartment / Unit / Flat,Dingle Partners,3006,"[41.84876198, 115.42280252, 132.42169109]"
178,901/109 Clarendon Street Southbank VIC 3006,410.0,"[-37.827753, 144.9584141]",1,1,0,Apartment / Unit / Flat,Hodges South Melbourne,3006,"[32.07479244, 77.20082189, 92.30619795]"
179,1103/33 Clarke Street Southbank VIC 3006,350.0,"[-37.82615550000001, 144.9592691]",1,1,0,Apartment / Unit / Flat,Besser & Co. Estate Agents,3006,"[45.9903769, 99.5019863, 123.30303402]"
180,2503/245 City Road Southbank VIC 3006,525.0,"[-37.826641, 144.9596778]",2,2,0,Apartment / Unit / Flat,Dingle Partners,3006,"[70.47391902, 94.67484941, 103.6643886]"
181,802/33 Clarke Street Southbank VIC 3006,320.0,"[-37.82615550000001, 144.9592691]",1,1,0,Apartment / Unit / Flat,Belle Property South Melbourne,3006,"[45.9903769, 99.5019863, 123.30303402]"
182,907/250 St Kilda Road Southbank VIC 3006,1300.0,"[-37.8259165, 144.9705248]",3,2,2,Apartment / Unit / Flat,RT Edgar Albert Park,3006,"[154.15037037, 157.70762709, 299.25988283]"
183,1508/163 City Road Road Southbank VIC 3006,540.0,"[-37.8243289, 144.9626463]",3,2,1,Apartment / Unit / Flat,Woodards Northcote,3006,"[260.394488, 270.42059861, 274.13953946]"
184,3601/241 City Road Southbank VIC 3006,500.0,"[-37.8262537, 144.9599912]",2,1,0,Apartment / Unit / Flat,CAN Estate Agents Pty Ltd,3006,"[34.07153023, 58.96401341, 66.12161172]"
185,3908E/18 Hoff Blvd Southbank VIC 3006,700.0,"[-37.825817, 144.9640414]",2,2,0,Apartment / Unit / Flat,CAN Estate Agents Pty Ltd,3006,"[227.84257903, 233.81679468, 294.23768053]"
186,32 Miles Street Southbank VIC 3006,550.0,"[-37.8283819, 144.9668638]",2,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3006,"[75.25382333, 97.31767759, 236.84388347]"
187,417/250 St Kilda Road Southbank VIC 3006,1800.0,"[-37.8255907, 144.9705826]",3,2,2,Apartment / Unit / Flat,RT Edgar Albert Park,3006,"[117.85954317, 121.29337362, 281.26105381]"
188,3501/241 City Road Southbank VIC 3006,450.0,"[-37.8262537, 144.9599912]",2,1,0,Apartment / Unit / Flat,CAN Estate Agents Pty Ltd,3006,"[34.07153023, 58.96401341, 66.12161172]"
189,2810/7 Riverside Quay Southbank VIC 3006,1100.0,"[-37.8213341, 144.9646982]",3,2,2,Apartment / Unit / Flat,Dingle Partners,3006,"[190.06005532, 199.04615083, 215.99307246]"
190,1012/39 Coventry Street Southbank VIC 3006,550.0,"[-37.8294033, 144.9692407]",2,1,1,Apartment / Unit / Flat,Ray White Southbank & Port Phillip,3006,"[176.81736987, 212.96379742, 312.5406686]"
191,120/183 City Road Southbank VIC 3006,770.0,"[-37.8247376, 144.9617561]",3,2,2,Apartment / Unit / Flat,MICM Real Estate,3006,"[170.16098324, 189.18584841, 197.64857174]"
192,2801E/42 - 48 Balston Street Southbank VIC 3006,480.0,"[-37.826576, 144.962675]",1,1,1,Apartment / Unit / Flat,Four Pillars Real Estate,3006,"[174.21294454, 180.26523808, 241.83088219]"
193,920/65 Coventry St Southbank VIC 3006,370.0,"[-37.8298844, 144.9679382]",1,1,0,Apartment / Unit / Flat,NPM,3006,"[227.47886505, 232.01565451, 250.22148383]"
194,15/79 Whiteman Street Southbank VIC 3006,510.0,"[-37.8265664, 144.9562363]",2,1,1,Apartment / Unit / Flat,Barry Plant Docklands,3006,"[79.04769195, 83.74896931, 160.6551138]"
195,4804/7 Riverside Quay Southbank VIC 3006,895.0,"[-37.8213341, 144.9646982]",1,1,1,Apartment / Unit / Flat,MICM Real Estate,3006,"[190.06005532, 199.04615083, 215.99307246]"
196,3515/151 City Road Southbank VIC 3006,410.0,"[-37.8236674, 144.9631638]",1,1,0,Apartment / Unit / Flat,MICM Real Estate,3006,"[219.34618196, 241.56601138, 242.43782434]"
197,52/79 Whiteman Street Southbank VIC 3006,495.0,"[-37.8265664, 144.9562363]",1,1,1,Apartment / Unit / Flat,RentBetter,3006,"[79.04769195, 83.74896931, 160.6551138]"
198,1504/151 City Road Southbank VIC 3006,550.0,"[-37.8236674, 144.9631638]",2,1,0,Apartment / Unit / Flat,Philip Webb Mitcham,3006,"[219.34618196, 241.56601138, 242.43782434]"
199,2001/109 Clarendon Street Southbank VIC 3006,450.0,"[-37.827753, 144.9584141]",1,1,0,House,Ray White Southbank & Port Phillip,3006,"[32.07479244, 77.20082189, 92.30619795]"
200,1805/118 Kavanagh Street Southbank VIC 3006,630.0,"[-37.8255001, 144.9621299]",2,2,1,Apartment / Unit / Flat,MICM Real Estate,3006,"[147.29199228, 156.49878308, 171.16157832]"
201,3809/31-49 Queens Bridge Street Southbank VIC 3006,450.0,"[-37.8229251, 144.9611782]",1,1,0,Apartment / Unit / Flat,BRADY residential,3006,"[87.66514745, 116.55297466, 118.46730065]"
202,1811/8 Marmion Pl Docklands VIC 3008,480.0,"[-37.8133446, 144.9425312]",1,1,1,Apartment / Unit / Flat,Re-define Real Estate,3008,"[104.77632665, 168.87096014, 226.16285544]"
203,1209/8 Pearl River Rd Docklands VIC 3008,420.0,"[-37.8156528, 144.9382439]",1,1,0,Apartment / Unit / Flat,Re-define Real Estate,3008,"[132.18946027, 140.28304017, 302.11092261]"
204,1401N/889 Collins St Docklands VIC 3008,590.0,"[-37.8211627, 144.9419443]",2,1,1,Apartment / Unit / Flat,Re-define Real Estate,3008,"[41.1034997, 301.44578435, 495.57998515]"
205,S3209/231 Harbour Esplanade Docklands VIC 3008,495.0,"[-37.813577, 144.9429949]",1,1,1,Apartment / Unit / Flat,Motion Property,3008,"[147.29645797, 177.8796762, 183.84859319]"
206,301/98 River Esplanade Docklands VIC 3008,650.0,"[-37.8243796, 144.9439772]",1,1,1,Apartment / Unit / Flat,Real Estate Services by Mirvac,3008,"[341.82692688, 422.15730646, 436.13329188]"
207,1406/81 South Wharf Drive Docklands VIC 3008,750.0,"[-37.8222526, 144.9360816]",2,2,1,Apartment / Unit / Flat,Real Estate Services by Mirvac,3008,"[59.74081657, 74.48431244, 273.95320917]"
208,2605/100 Lorimer Street Docklands VIC 3008,625.0,"[-37.8240855, 144.9430305]",2,1,1,Apartment / Unit / Flat,Real Estate Services by Mirvac,3008,"[352.15702721, 377.57308139, 469.22295946]"
209,3704/90 Lorimer Street Docklands VIC 3008,700.0,"[-37.8245598, 144.9438601]",2,1,2,Apartment / Unit / Flat,Real Estate Services by Mirvac,3008,"[364.16107692, 443.2455259, 450.51039171]"
210,808/60 Lorimer Street Docklands VIC 3008,600.0,"[-37.8249678, 144.9469264]",1,1,1,Apartment / Unit / Flat,Real Estate Services by Mirvac,3008,"[351.69696264, 407.18671313, 409.74456068]"
211,2606/103 South Wharf Drive Docklands VIC 3008,450.0,"[-37.8221898, 144.9349857]",1,1,1,Apartment / Unit / Flat,Real Estate Services by Mirvac,3008,"[137.76511189000001, 138.23278677, 177.47057793]"
212,1102/70 Lorimer Street Docklands VIC 3008,0.0,"[-37.824812, 144.945973]",2,2,2,Apartment / Unit / Flat,Real Estate Services by Mirvac,3008,"[357.92975029, 372.13270246, 410.69420152]"
213,2207/81 South Wharf Drive Docklands VIC 3008,480.0,"[-37.8222526, 144.9360816]",1,1,1,Apartment / Unit / Flat,Real Estate Services by Mirvac,3008,"[59.74081657, 74.48431244, 273.95320917]"
214,1XX1N/889 Collins St Docklands VIC 3008,580.0,"[-37.8211627, 144.9419443]",2,1,1,Apartment / Unit / Flat,MATRIX GLOBAL INVESTMENT GROUP MELBOURNE PTY LTD,3008,"[41.1034997, 301.44578435, 495.57998515]"
215,50 South Wharf Drive Docklands VIC 3008,3750.0,"[-37.8223967, 144.938237]",5,6,3,Townhouse,RT Edgar Albert Park,3008,"[166.4061222, 182.26222399, 372.66480281]"
216,1503/60 Siddeley Street Docklands VIC 3008,700.0,"[-37.8228429, 144.9523646]",2,1,1,Apartment / Unit / Flat,City Residential Real Estate,3008,"[152.01685116, 160.52424171, 166.94084419]"
217,413/838 Bourke Street Docklands VIC 3008,420.0,"[-37.8198146, 144.943274]",1,1,0,Apartment / Unit / Flat,Barry Plant Docklands,3008,"[158.93162306, 260.75482298, 342.93303411]"
218,S2801/231 Harbour Promenade Docklands VIC 3008,500.0,"[-37.813577, 144.9429949]",2,1,1,Apartment / Unit / Flat,Barry Plant Docklands,3008,"[147.29645797, 177.8796762, 183.84859319]"
219,1707/387 Docklands Drive Docklands VIC 3008,470.0,"[-37.8137388, 144.9409209]",1,1,1,Apartment / Unit / Flat,Lucas Real Estate,3008,"[21.50734777, 54.81231009, 217.08164164]"
220,612/421 Docklands Drive Docklands VIC 3008,460.0,"[-37.8148569, 144.939884]",1,1,1,Apartment / Unit / Flat,Lucas Real Estate,3008,"[115.06534263, 123.18307962, 142.89319028]"
221,405/5 Caravel lane Docklands VIC 3008,600.0,"[-37.8141192, 144.9419323]",2,2,1,Apartment / Unit / Flat,Lucas Real Estate,3008,"[97.57373818, 118.50719691, 244.71404782]"
222,708/421 Docklands Drive Docklands VIC 3008,450.0,"[-37.8148569, 144.939884]",1,1,0,Apartment / Unit / Flat,Chandon Realestate,3008,"[115.06534263, 123.18307962, 142.89319028]"
223,1302/8 Marmion Place Docklands VIC 3008,530.0,"[-37.8133446, 144.9425312]",2,1,1,Apartment / Unit / Flat,Lucas Real Estate,3008,"[104.77632665, 168.87096014, 226.16285544]"
224,805W/888 Collins Street Docklands VIC 3008,500.0,"[-37.820727, 144.9422649]",2,1,0,Apartment / Unit / Flat,Longview Real Estate,3008,"[28.22984323, 284.05450969, 471.80217741]"
225,605/15 Caravel Lane Docklands VIC 3008,580.0,"[-37.8142025, 144.9417005]",2,2,1,Apartment / Unit / Flat,Lucas Real Estate,3008,"[97.16475165, 104.0675194, 263.71881696]"
226,91/55 Victoria Harbour Promenade Docklands VIC 3008,1150.0,"[-37.8195617, 144.9427409]",3,2,2,Apartment / Unit / Flat,Barry Plant Docklands,3008,"[153.12635362, 313.93603284, 360.70409449]"
227,410s/889 Collins Street Docklands VIC 3008,420.0,"[-37.8211627, 144.9419443]",1,1,0,Apartment / Unit / Flat,Barry Plant Docklands,3008,"[41.1034997, 301.44578435, 495.57998515]"
228,308/628 FLINDERS Street Docklands VIC 3008,430.0,"[-37.8209691, 144.9532525]",1,1,0,Apartment / Unit / Flat,Barry Plant Docklands,3008,"[50.72940048, 63.30776203, 74.12041924]"
229,611n/889 Collins Street Docklands VIC 3008,620.0,"[-37.8211627, 144.9419443]",2,1,1,Apartment / Unit / Flat,Landmark Real Estate,3008,"[41.1034997, 301.44578435, 495.57998515]"
230,P106/12 Waterview Walk Docklands VIC 3008,470.0,"[-37.8194723, 144.9478449]",1,1,1,Apartment / Unit / Flat,Barry Plant Docklands,3008,"[152.82500413, 153.4596116, 208.20806049]"
231,1410/915 Collins Street Docklands VIC 3008,800.0,"[-37.8206034, 144.9402399]",2,2,1,Apartment / Unit / Flat,Nelson Alexander Docklands,3008,"[152.48559512, 412.81530833, 433.16594985]"
232,801/677 La Trobe Street Docklands VIC 3008,400.0,"[-37.8145933, 144.9469926]",1,1,0,Apartment / Unit / Flat,Barry Plant Docklands,3008,"[18.67006518, 52.15224881, 195.59563014]"
233,1302S/883 Collins Street Docklands VIC 3008,450.0,"[-37.8212116, 144.942503]",1,1,0,Apartment / Unit / Flat, Elite Real Estate,3008,"[67.01200844, 251.93403451, 446.20361087]"
234,1806/673 Latrobe Street Docklands VIC 3008,550.0,"[-37.8138724, 144.9490524]",2,2,0,Apartment / Unit / Flat,Twig Real Estate,3008,"[204.19658465, 213.22800834, 220.83919476]"
235,210/241 Harbour Esplanade Docklands VIC 3008,475.0,"[-37.8132032, 144.9429762]",2,1,0,Apartment / Unit / Flat, Elite Real Estate,3008,"[145.16882587, 205.04846775, 209.67591721]"
236,2602N/883 Collins Street Docklands VIC 3008,450.0,"[-37.8212116, 144.942503]",1,1,0,Apartment / Unit / Flat, Elite Real Estate,3008,"[67.01200844, 251.93403451, 446.20361087]"
237,304/1 Encounter Way Docklands VIC 3008,550.0,"[-37.820178, 144.9456649]",2,1,1,Apartment / Unit / Flat,Barry Plant Docklands,3008,"[149.12258761, 205.51873455, 211.14019605]"
238,302/30 Newquay Promenade Docklands VIC 3008,1000.0,"[-37.8145362, 144.9424083]",3,2,1,Apartment / Unit / Flat,Ray White Southbank & Port Phillip,3008,"[159.43882076, 176.53971526, 199.92506614]"
239,703/20 Rakaia Way Docklands VIC 3008,600.0,"[-37.8147083, 144.9410386]",2,2,1,Apartment / Unit / Flat, Elite Real Estate,3008,"[112.74437865, 150.33311409, 211.19982899]"
240,1106/8 Pearl River Rd Docklands VIC 3008,480.0,"[-37.8156528, 144.9382439]",1,1,0,Apartment / Unit / Flat,Chandon Realestate,3008,"[132.18946027, 140.28304017, 302.11092261]"
241,306/30 Newquay Promenade Docklands VIC 3008,950.0,"[-37.8145362, 144.9424083]",3,2,1,Apartment / Unit / Flat,Nelson Alexander Docklands,3008,"[159.43882076, 176.53971526, 199.92506614]"
242,1303/8 Joseph Road Footscray VIC 3011,490.0,"[-37.7992138, 144.9099061]",2,2,1,Apartment / Unit / Flat,Motion Property,3011,"[267.59591099, 288.41822918, 391.84780282]"
243,2308/6 Joseph Road Footscray VIC 3011,400.0,"[-37.7992633, 144.9096812]",1,1,1,Apartment / Unit / Flat,Motion Property,3011,"[248.05556717, 269.34599977, 371.34965934]"
244,2003/8 Joseph Road Footscray VIC 3011,520.0,"[-37.7992138, 144.9099061]",2,2,1,Apartment / Unit / Flat,Motion Property,3011,"[267.59591099, 288.41822918, 391.84780282]"
245,807/2 Joseph Road Footscray VIC 3011,390.0,"[-37.80033230000001, 144.9096597]",1,1,1,Apartment / Unit / Flat,Motion Property,3011,"[204.59223206, 215.62198134, 348.27648492]"
246,1102/6 Joseph Road Footscray VIC 3011,550.0,"[-37.7992633, 144.9096812]",2,2,1,Apartment / Unit / Flat,Richardson & Wrench Projects Victoria,3011,"[248.05556717, 269.34599977, 371.34965934]"
247,1012/2 Joseph Road Footscray VIC 3011,520.0,"[-37.80033230000001, 144.9096597]",2,2,1,Apartment / Unit / Flat,Motion Property,3011,"[204.59223206, 215.62198134, 348.27648492]"
248,705/8 Joseph Road Footscray VIC 3011,475.0,"[-37.7992138, 144.9099061]",2,2,1,Apartment / Unit / Flat,Motion Property,3011,"[267.59591099, 288.41822918, 391.84780282]"
249,1305/8 Joseph Road Footscray VIC 3011,490.0,"[-37.7992138, 144.9099061]",2,2,1,Apartment / Unit / Flat,Motion Property,3011,"[267.59591099, 288.41822918, 391.84780282]"
