,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Closest_Park,Closest_Post_Office,Closest_Railway_Station,CBD_Distance
84,3405/33 Rose Lane Melbourne VIC 3000,600.0,"[-37.8150137, 144.9538694]",2,1,0,Apartment / Unit / Flat,Levic Group Pty Ltd,3000,"{'distance': 784.5, 'duration': 104.5}","{'distance': 612.9, 'duration': 70.2}","{'distance': 496.4, 'duration': 60.4}","{'distance': 1010.1, 'duration': 126.8}"
85,3309/120 A'Beckett Street Melbourne VIC 3000,500.0,"[-37.8093086, 144.9597389]",2,2,1,Apartment / Unit / Flat,Wood Property,3000,"{'distance': 564.3, 'duration': 86.2}","{'distance': 468.8, 'duration': 59.2}","{'distance': 592.8, 'duration': 87.4}","{'distance': 625.3, 'duration': 74.4}"
86,404/181 A’Beckett Melbourne VIC 3000,380.0,"[-37.8101564, 144.9581958]",1,1,0,Studio,MICM Real Estate,3000,"{'distance': 281.0, 'duration': 34.4}","{'distance': 727.1, 'duration': 99.6}","{'distance': 367.2, 'duration': 49.9}","{'distance': 785.5, 'duration': 90.2}"
87,1609/228 La Trobe Street Melbourne VIC 3000,720.0,"[-37.8097514, 144.9626141]",2,1,0,Apartment / Unit / Flat,Melplex Real Estate,3000,"{'distance': 922.3, 'duration': 148.5}","{'distance': 826.8, 'duration': 121.4}","{'distance': 252.4, 'duration': 41.7}","{'distance': 841.4, 'duration': 103.6}"
88,1603/618 Lonsdale Street Melbourne VIC 3000,680.0,"[-37.8142509, 144.9539845]",2,2,1,Apartment / Unit / Flat,MICM Real Estate,3000,"{'distance': 687.4, 'duration': 110.8}","{'distance': 517.0, 'duration': 75.6}","{'distance': 622.6, 'duration': 94.3}","{'distance': 1026.0, 'duration': 136.4}"
89,2502/200 Spencer Street Melbourne VIC 3000,550.0,"[-37.816228, 144.9532465]",2,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3000,"{'distance': 648.9, 'duration': 94.3}","{'distance': 353.1, 'duration': 38.8}","{'distance': 236.6, 'duration': 29.0}","{'distance': 1411.8, 'duration': 161.6}"
90,6005/462 Elizabeth Street Melbourne VIC 3000,750.0,"[-37.807859, 144.960611]",2,2,0,Apartment / Unit / Flat,Austrump Glen Pty Ltd,3000,"{'distance': 305.1, 'duration': 56.8}","{'distance': 209.6, 'duration': 29.8}","{'distance': 687.6, 'duration': 96.0}","{'distance': 720.1, 'duration': 83.0}"
91,2301/33 Rose Lane Melbourne VIC 3000,490.0,"[-37.8150137, 144.9538694]",1,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3000,"{'distance': 784.5, 'duration': 104.5}","{'distance': 612.9, 'duration': 70.2}","{'distance': 496.4, 'duration': 60.4}","{'distance': 1010.1, 'duration': 126.8}"
92,504/260 Little Collins St Melbourne VIC 3000,400.0,"[-37.8144791, 144.9657934]",1,1,0,Apartment / Unit / Flat,My Agent Real Estate,3000,"{'distance': 956.9, 'duration': 145.7}","{'distance': 1305.5, 'duration': 230.0}","{'distance': 1373.7, 'duration': 214.3}","{'distance': 752.9, 'duration': 108.9}"
93,216/300 Swanston Street Melbourne VIC 3000,450.0,"[-37.8106088, 144.9645798]",1,1,0,Apartment / Unit / Flat,Landmark Real Estate,3000,"{'distance': 14.7, 'duration': 3.5}","{'distance': 561.2, 'duration': 94.6}","{'distance': 663.6, 'duration': 109.5}","{'distance': 959.8, 'duration': 139.0}"
94,202/243 Franklin Street Melbourne VIC 3000,350.0,"[-37.809763, 144.9569891]",1,1,0,Apartment / Unit / Flat,Areal Property - Point Cook,3000,"{'distance': 340.0, 'duration': 42.8}","{'distance': 786.2, 'duration': 108.0}","{'distance': 426.3, 'duration': 58.3}","{'distance': 1114.5, 'duration': 131.1}"
95,FLAT 212/500 FLINDERS STREET Melbourne VIC 3000,380.0,"[-37.8200193, 144.9578273]",1,1,0,Apartment / Unit / Flat,Property Now,3000,"{'distance': 353.9, 'duration': 60.7}","{'distance': 514.2, 'duration': 94.0}","{'distance': 702.1, 'duration': 118.9}","{'distance': 1529.4, 'duration': 168.4}"
96,1102/22-24 Jane Bell Lane Melbourne VIC 3000,600.0,"[-37.8102205, 144.9662652]",2,1,1,Apartment / Unit / Flat,Longview Real Estate,3000,"{'distance': 582.9, 'duration': 88.6}","{'distance': 407.4, 'duration': 57.7}","{'distance': 509.8, 'duration': 72.6}","{'distance': 806.0, 'duration': 102.1}"
97,1909/560 Lonsdale Street Melbourne VIC 3000,680.0,"[-37.8140313, 144.9556025]",2,2,0,Apartment / Unit / Flat,MICM Real Estate,3000,"{'distance': 567.1, 'duration': 72.7}","{'distance': 283.7, 'duration': 34.0}","{'distance': 389.3, 'duration': 52.8}","{'distance': 792.7, 'duration': 94.9}"
98,76/283 Spring Street Melbourne VIC 3000,600.0,"[-37.8081498, 144.9712082]",2,2,1,Apartment / Unit / Flat,MICM Real Estate,3000,"{'distance': 400.4, 'duration': 71.8}","{'distance': 732.6, 'duration': 100.3}","{'distance': 440.7, 'duration': 81.7}","{'distance': 1253.5, 'duration': 165.1}"
99,201/19 Exploration Lane Melbourne VIC 3000,385.0,"[-37.8089339, 144.9680888]",1,1,0,Studio,Frasers Property | VIC,3000,"{'distance': 528.5, 'duration': 75.9}","{'distance': 662.3, 'duration': 91.7}","{'distance': 751.3, 'duration': 127.1}","{'distance': 1060.9, 'duration': 136.2}"
100,1106/270 King Street Melbourne VIC 3000,340.0,"[-37.813751, 144.9550317]",1,1,0,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3000,"{'distance': 725.6, 'duration': 98.7}","{'distance': 442.1, 'duration': 60.1}","{'distance': 547.7, 'duration': 78.8}","{'distance': 951.2, 'duration': 121.0}"
101,5209/560 Lonsdale Street Melbourne VIC 3000,790.0,"[-37.8140313, 144.9556025]",2,2,1,Apartment / Unit / Flat,MICM Real Estate,3000,"{'distance': 567.1, 'duration': 72.7}","{'distance': 283.7, 'duration': 34.0}","{'distance': 389.3, 'duration': 52.8}","{'distance': 792.7, 'duration': 94.9}"
102,808/160 Little Lonsdale Street Melbourne VIC 3000,400.0,"[-37.8094775, 144.9671638]",2,1,0,Apartment / Unit / Flat, Elite Real Estate,3000,"{'distance': 440.1, 'duration': 66.6}","{'distance': 573.9, 'duration': 82.4}","{'distance': 480.7, 'duration': 80.2}","{'distance': 972.5, 'duration': 126.9}"
103,3701/141 La Trobe Street Melbourne VIC 3000,500.0,"[-37.8087593, 144.9674745]",1,1,0,Apartment / Unit / Flat,Austrump Glen Pty Ltd,3000,"{'distance': 540.1, 'duration': 91.5}","{'distance': 777.4, 'duration': 116.9}","{'distance': 740.8, 'duration': 128.4}","{'distance': 1176.0, 'duration': 161.3}"
104,102/263 Franklin Street Melbourne VIC 3000,410.0,"[-37.8095502, 144.9566201]",1,1,0,Apartment / Unit / Flat,Areal Property - Point Cook,3000,"{'distance': 304.5, 'duration': 37.7}","{'distance': 750.6, 'duration': 102.8}","{'distance': 390.7, 'duration': 53.1}","{'distance': 1079.0, 'duration': 126.0}"
105,241/538 Little Lonsdale Street Melbourne VIC 3000,1500.0,"[-37.8136966, 144.953207]",4,2,2,Apartment / Unit / Flat, Elite Real Estate,3000,"{'distance': 643.7, 'duration': 97.9}","{'distance': 360.2, 'duration': 71.4}","{'distance': 465.8, 'duration': 90.2}","{'distance': 1087.3, 'duration': 142.4}"
106,120 Abekcett Street Melbourne VIC 3000,260.0,"[-37.8093086, 144.9597389]",0,1,1,Carspace,Austrump Glen Pty Ltd,3000,"{'distance': 564.3, 'duration': 86.2}","{'distance': 468.8, 'duration': 59.2}","{'distance': 592.8, 'duration': 87.4}","{'distance': 625.3, 'duration': 74.4}"
107,206/118 Franklin Street Melbourne VIC 3000,350.0,"[-37.8082052, 144.9589035]",1,1,0,Apartment / Unit / Flat, Elite Real Estate,3000,"{'distance': 501.0, 'duration': 81.0}","{'distance': 405.5, 'duration': 54.0}","{'distance': 794.7, 'duration': 105.3}","{'distance': 827.2, 'duration': 92.3}"
108,1510/22-24 Jane Bell Lane Melbourne VIC 3000,470.0,"[-37.8102205, 144.9662652]",1,1,0,Apartment / Unit / Flat, Elite Real Estate,3000,"{'distance': 582.9, 'duration': 88.6}","{'distance': 407.4, 'duration': 57.7}","{'distance': 509.8, 'duration': 72.6}","{'distance': 806.0, 'duration': 102.1}"
109,5706/224-252 La Trobe Street Melbourne VIC 3000,550.0,"[-37.8097612, 144.962455]",1,1,0,Apartment / Unit / Flat,Areal Property - Box Hill,3000,"{'distance': 935.7, 'duration': 150.1}","{'distance': 840.2, 'duration': 123.0}","{'distance': 265.8, 'duration': 43.3}","{'distance': 854.8, 'duration': 105.2}"
110,1119/268 Flinders Street Melbourne VIC 3000,300.0,"[-37.8178134, 144.9655688]",1,1,0,Apartment / Unit / Flat,hockingstuart Yarraville,3000,"{'distance': 1504.1, 'duration': 247.5}","{'distance': 1326.0, 'duration': 213.2}","{'distance': 1394.2, 'duration': 197.5}","{'distance': 963.4, 'duration': 110.0}"
111,1212/199 William Street Melbourne VIC 3000,580.0,"[-37.8145042, 144.9576035]",2,1,0,Apartment / Unit / Flat,Areal Property - Box Hill,3000,"{'distance': 1011.6, 'duration': 125.9}","{'distance': 234.6, 'duration': 30.9}","{'distance': 340.2, 'duration': 49.6}","{'distance': 743.6, 'duration': 91.8}"
112,1011/408 Lonsdale Street Melbourne VIC 3000,350.0,"[-37.8125979, 144.9604012]",1,1,0,Apartment / Unit / Flat,City Residential Real Estate,3000,"{'distance': 529.4, 'duration': 68.0}","{'distance': 201.3, 'duration': 20.7}","{'distance': 776.4, 'duration': 112.6}","{'distance': 342.0, 'duration': 35.2}"
113,104/58-66 La Trobe Street Melbourne VIC 3000,300.0,"[-37.8084287, 144.9670537]",1,1,0,Studio,Weare Partners Property Group Pty Ltd,3000,"{'distance': 442.4, 'duration': 64.2}","{'distance': 856.7, 'duration': 114.9}","{'distance': 808.6, 'duration': 115.2}","{'distance': 1255.3, 'duration': 159.4}"
114,2603/500 Elizabeth Street Melbourne VIC 3000,900.0,"[-37.8072443, 144.9602814]",3,2,0,Apartment / Unit / Flat,BRADY residential,3000,"{'distance': 423.1, 'duration': 68.7}","{'distance': 327.5, 'duration': 41.7}","{'distance': 716.8, 'duration': 93.1}","{'distance': 749.2, 'duration': 80.0}"
115,607/25 Therry Street Melbourne VIC 3000,500.0,"[-37.8069574, 144.9610991]",2,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,"{'distance': 547.8, 'duration': 94.8}","{'distance': 321.2, 'duration': 53.3}","{'distance': 841.5, 'duration': 119.2}","{'distance': 873.9, 'duration': 106.1}"
116,401/225 Elizabeth Street Melbourne VIC 3000,520.0,"[-37.8132308, 144.9623173]",1,1,0,Apartment / Unit / Flat,MICM Real Estate,3000,"{'distance': 730.3, 'duration': 125.3}","{'distance': 402.1, 'duration': 78.0}","{'distance': 977.2, 'duration': 169.9}","{'distance': 542.9, 'duration': 92.5}"
117,5408/500 Elizabeth Street Melbourne VIC 3000,440.0,"[-37.8072443, 144.9602814]",1,1,0,Apartment / Unit / Flat,BRADY residential,3000,"{'distance': 423.1, 'duration': 68.7}","{'distance': 327.5, 'duration': 41.7}","{'distance': 716.8, 'duration': 93.1}","{'distance': 749.2, 'duration': 80.0}"
118,3905/318 Russell Street Melbourne VIC 3000,550.0,"[-37.8091709, 144.966801]",1,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,"{'distance': 479.1, 'duration': 82.5}","{'distance': 531.3, 'duration': 72.2}","{'distance': 438.2, 'duration': 70.0}","{'distance': 930.0, 'duration': 116.7}"
119,808/33 MacKenzie Street Melbourne VIC 3000,650.0,"[-37.80772140000001, 144.966885]",2,1,1,Apartment / Unit / Flat,Melcorp Real Estate,3000,"{'distance': 168.6, 'duration': 23.3}","{'distance': 551.4, 'duration': 76.2}","{'distance': 586.6, 'duration': 83.7}","{'distance': 1078.4, 'duration': 130.4}"
120,304/8 Exploration Lane Melbourne VIC 3000,560.0,"[-37.8091129, 144.9684545]",2,2,0,Apartment / Unit / Flat,BRADY residential,3000,"{'distance': 424.5, 'duration': 70.5}","{'distance': 661.8, 'duration': 95.9}","{'distance': 699.7, 'duration': 119.1}","{'distance': 1060.4, 'duration': 140.3}"
121,1905/568 Collins Street Melbourne VIC 3000,580.0,"[-37.8183759, 144.9554361]",2,1,0,Apartment / Unit / Flat,Austrump Glen Pty Ltd,3000,"{'distance': 514.8, 'duration': 81.8}","{'distance': 577.1, 'duration': 74.0}","{'distance': 359.0, 'duration': 53.7}","{'distance': 1742.7, 'duration': 197.3}"
122,505/589 Elizabeth Street Melbourne VIC 3000,480.0,"[-37.8045817, 144.9581589]",1,1,0,Apartment / Unit / Flat,MICM Real Estate,3000,"{'distance': 768.0, 'duration': 119.1}","{'distance': 976.9, 'duration': 138.8}","{'distance': 1366.1, 'duration': 190.2}","{'distance': 1398.6, 'duration': 177.1}"
123,121/538 Little Lonsdale Street Melbourne VIC 3000,580.0,"[-37.8136966, 144.953207]",2,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3000,"{'distance': 643.7, 'duration': 97.9}","{'distance': 360.2, 'duration': 71.4}","{'distance': 465.8, 'duration': 90.2}","{'distance': 1087.3, 'duration': 142.4}"
124,202/28 Little Lonsdale Street Melbourne VIC 3000,500.0,"[-37.8085882, 144.9706044]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3000,"{'distance': 445.4, 'duration': 78.8}","{'distance': 778.4, 'duration': 107.9}","{'distance': 485.6, 'duration': 88.7}","{'distance': 1298.4, 'duration': 172.1}"
125,902/270 King Street Melbourne VIC 3000,560.0,"[-37.813751, 144.9550317]",2,1,1,Apartment / Unit / Flat,BRADY residential,3000,"{'distance': 725.6, 'duration': 98.7}","{'distance': 442.1, 'duration': 60.1}","{'distance': 547.7, 'duration': 78.8}","{'distance': 951.2, 'duration': 121.0}"
126,5901/370 Queen Street Melbourne VIC 3000,820.0,"[-37.8101314, 144.9587648]",2,2,0,Apartment / Unit / Flat,Banksia Property Agency,3000,"{'distance': 903.9, 'duration': 127.3}","{'distance': 728.8, 'duration': 102.3}","{'distance': 369.8, 'duration': 62.2}","{'distance': 725.4, 'duration': 83.0}"
127,1604/22-24 Jane Bell Lane Melbourne VIC 3000,650.0,"[-37.8102205, 144.9662652]",2,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,"{'distance': 582.9, 'duration': 88.6}","{'distance': 407.4, 'duration': 57.7}","{'distance': 509.8, 'duration': 72.6}","{'distance': 806.0, 'duration': 102.1}"
128,718/112 Abeckett Street Melbourne VIC 3000,450.0,"[-37.809286, 144.960046]",2,1,0,Apartment / Unit / Flat, Elite Real Estate,3000,"{'distance': 538.1, 'duration': 82.5}","{'distance': 442.6, 'duration': 55.5}","{'distance': 566.6, 'duration': 83.7}","{'distance': 599.1, 'duration': 70.6}"
129,1804/628 Flinders Street Melbourne VIC 3000,800.0,"[-37.8209691, 144.9532525]",2,2,0,Apartment / Unit / Flat,Core Realty Pty Ltd,3000,"{'distance': 252.8, 'duration': 62.6}","{'distance': 782.4, 'duration': 118.9}","{'distance': 501.6, 'duration': 85.5}","{'distance': 1944.1, 'duration': 242.1}"
130,3103/200 Spencer Street Melbourne VIC 3000,420.0,"[-37.816228, 144.9532465]",1,1,1,Apartment / Unit / Flat,Casa Real Estate,3000,"{'distance': 648.9, 'duration': 94.3}","{'distance': 353.1, 'duration': 38.8}","{'distance': 236.6, 'duration': 29.0}","{'distance': 1411.8, 'duration': 161.6}"
131,2112/80 A'Beckett Street Melbourne VIC 3000,550.0,"[-37.8089991, 144.9610792]",2,1,1,Apartment / Unit / Flat,Lucas Real Estate,3000,"{'distance': 508.5, 'duration': 78.2}","{'distance': 413.0, 'duration': 51.2}","{'distance': 510.4, 'duration': 75.6}","{'distance': 542.9, 'duration': 62.5}"
132,511/668 Bourke Street Melbourne VIC 3000,475.0,"[-37.8166152, 144.9542789]",1,1,1,Apartment / Unit / Flat,MICM Real Estate,3000,"{'distance': 1036.0, 'duration': 126.0}","{'distance': 339.7, 'duration': 50.2}","{'distance': 512.8, 'duration': 73.2}","{'distance': 1231.5, 'duration': 141.4}"
133,5402/81 Abeckett Street Melbourne VIC 3000,720.0,"[-37.8092252, 144.9613779]",2,2,1,Apartment / Unit / Flat,Fletchers Projects Rental,3000,"{'distance': 543.0, 'duration': 86.6}","{'distance': 447.5, 'duration': 59.6}","{'distance': 544.8, 'duration': 84.0}","{'distance': 577.3, 'duration': 70.9}"
134,3709/120 Abeckett Street Melbourne VIC 3000,750.0,"[-37.8093086, 144.9597389]",2,2,1,Apartment / Unit / Flat,Core Realty Pty Ltd,3000,"{'distance': 564.3, 'duration': 86.2}","{'distance': 468.8, 'duration': 59.2}","{'distance': 592.8, 'duration': 87.4}","{'distance': 625.3, 'duration': 74.4}"
135,24/131 La Trobe Street Melbourne VIC 3000,500.0,"[-37.8086568, 144.967786]",2,2,0,Apartment / Unit / Flat,Hodges Caulfield,3000,"{'distance': 554.3, 'duration': 94.9}","{'distance': 791.6, 'duration': 120.3}","{'distance': 755.1, 'duration': 131.8}","{'distance': 1190.2, 'duration': 164.7}"
136,2205/135 A’beckett Street Melbourne VIC 3000,500.0,"[-37.8097879, 144.9596466]",1,1,0,Apartment / Unit / Flat,LJ Hooker City Residential,3000,"{'distance': 590.5, 'duration': 90.0}","{'distance': 495.0, 'duration': 63.0}","{'distance': 619.0, 'duration': 91.2}","{'distance': 651.4, 'duration': 78.2}"
137,3704/618 Lonsdale Street Melbourne VIC 3000,400.0,"[-37.8144741, 144.9541462]",1,1,0,Studio,MICM Real Estate,3000,"{'distance': 705.4, 'duration': 92.4}","{'distance': 421.9, 'duration': 53.8}","{'distance': 527.5, 'duration': 72.5}","{'distance': 930.9, 'duration': 114.7}"
138,3704/318 Russell Street Melbourne VIC 3000,620.0,"[-37.8091709, 144.966801]",2,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,"{'distance': 479.1, 'duration': 82.5}","{'distance': 531.3, 'duration': 72.2}","{'distance': 438.2, 'duration': 70.0}","{'distance': 930.0, 'duration': 116.7}"
139,304/23 MacKenzie Street Melbourne VIC 3000,650.0,"[-37.8076799, 144.9669603]",2,1,0,Apartment / Unit / Flat,Melcorp Real Estate,3000,"{'distance': 205.3, 'duration': 27.0}","{'distance': 506.8, 'duration': 62.3}","{'distance': 623.2, 'duration': 87.4}","{'distance': 1115.0, 'duration': 134.1}"
140,1410/120 A'beckett Street Melbourne VIC 3000,580.0,"[-37.8093086, 144.9597389]",2,2,0,Apartment / Unit / Flat,Core Realty Pty Ltd,3000,"{'distance': 564.3, 'duration': 86.2}","{'distance': 468.8, 'duration': 59.2}","{'distance': 592.8, 'duration': 87.4}","{'distance': 625.3, 'duration': 74.4}"
141,3714/480 Elizabeth Street Melbourne VIC 3000,355.0,"[-37.8075067, 144.9604861]",1,1,0,Apartment / Unit / Flat,UniLodge,3000,"{'distance': 331.2, 'duration': 64.9}","{'distance': 235.7, 'duration': 37.9}","{'distance': 713.7, 'duration': 104.2}","{'distance': 746.2, 'duration': 91.1}"
142,3405/568 Collins Street Melbourne VIC 3000,550.0,"[-37.8183759, 144.9554361]",2,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3000,"{'distance': 514.8, 'duration': 81.8}","{'distance': 577.1, 'duration': 74.0}","{'distance': 359.0, 'duration': 53.7}","{'distance': 1742.7, 'duration': 197.3}"
143,1012/605 St Kilda Road Melbourne VIC 3000,780.0,"[-37.85091269999999, 144.9814593]",2,2,1,Apartment / Unit / Flat,Core Realty Pty Ltd,3000,"{'distance': 320.3, 'duration': 34.2}","{'distance': 601.7, 'duration': 62.7}","{'distance': 1306.5, 'duration': 180.7}","{'distance': 5682.0, 'duration': 571.4}"
144,1604/565 Flinders Street Melbourne VIC 3000,450.0,"[-37.8210586, 144.9559072]",1,1,0,Apartment / Unit / Flat,Barry Plant Docklands,3000,"{'distance': 214.8, 'duration': 36.4}","{'distance': 748.0, 'duration': 105.9}","{'distance': 467.2, 'duration': 72.6}","{'distance': 1909.6, 'duration': 229.1}"
145,PO9P/191 Powlett Street East Melbourne VIC 3002,675.0,"[-37.8101099, 144.9860355]",2,2,1,Apartment / Unit / Flat,Caine Real Estate,3002,"{'distance': 97.6, 'duration': 18.8}","{'distance': 1351.0, 'duration': 133.5}","{'distance': 889.1, 'duration': 148.8}","{'distance': 2498.7, 'duration': 299.4}"
146,203/33 Cliveden Close East Melbourne VIC 3002,380.0,"[-37.8171001, 144.9767157]",1,1,1,Apartment / Unit / Flat,Dingle Partners,3002,"{'distance': 163.5, 'duration': 34.0}","{'distance': 1075.3, 'duration': 177.5}","{'distance': 1129.7, 'duration': 148.0}","{'distance': 2034.0, 'duration': 264.4}"
147,9/322 Albert Street East Melbourne VIC 3002,990.0,"[-37.8098404, 144.9802739]",3,2,1,Apartment / Unit / Flat,Space Estate Agents Melbourne,3002,"{'distance': 233.9, 'duration': 46.4}","{'distance': 1037.4, 'duration': 144.0}","{'distance': 956.9, 'duration': 126.9}","{'distance': 1935.3, 'duration': 258.4}"
148,12/174 George Street East Melbourne VIC 3002,495.0,"[-37.8147068, 144.9847196]",1,1,1,Apartment / Unit / Flat,Caine Real Estate,3002,"{'distance': 326.1, 'duration': 51.3}","{'distance': 476.6, 'duration': 75.1}","{'distance': 538.1, 'duration': 82.4}","{'distance': 2793.7, 'duration': 344.5}"
149,107K/211 Powlett Street East Melbourne VIC 3002,550.0,"[-37.8096989, 144.9859936]",1,1,1,Apartment / Unit / Flat,Harcourts Melbourne City,3002,"{'distance': 8.9, 'duration': 0.8}","{'distance': 1262.3, 'duration': 115.5}","{'distance': 922.4, 'duration': 146.2}","{'distance': 2410.0, 'duration': 281.4}"
150,1105/162 Albert Street East Melbourne VIC 3002,420.0,"[-37.8100432, 144.9855313]",2,1,1,Apartment / Unit / Flat,BigginScott Richmond,3002,"{'distance': 211.5, 'duration': 39.8}","{'distance': 1249.9, 'duration': 125.8}","{'distance': 1003.0, 'duration': 169.8}","{'distance': 2416.4, 'duration': 306.5}"
