,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode,Nearby_Schools,Primary_Distance,Secondary_Distance
4719,173 Hughes Parade Reservoir VIC 3073,450.0,"[-37.6933952, 144.990723]",3,1,4,House,McGrath Greensborough | Eltham,3073,463,"{'distance': 1523.1, 'duration': 339.5}","{'distance': 2188.7, 'duration': 235.9}"
4720,3/32 Ashley Street Reservoir VIC 3073,380.0,"[-37.716994, 145.002845]",2,1,1,Apartment / Unit / Flat,Barry Plant Reservoir,3073,483,"{'distance': 742.0, 'duration': 102.4}","{'distance': 3090.3, 'duration': 364.5}"
4721,16a Lake Street Reservoir VIC 3073,405.0,"[-37.7168207, 144.9905939]",3,1,2,House,Naison Real Estate,3073,485,"{'distance': 984.3, 'duration': 173.3}","{'distance': 8414.1, 'duration': 797.0}"
4722,2/98 Leamington Street Reservoir VIC 3073,430.0,"[-37.7120103, 144.999589]",2,1,1,Townhouse,YPA Estate Agents Sydenham,3073,465,"{'distance': 834.4, 'duration': 200.2}","{'distance': 2309.4, 'duration': 308.1}"
4723,1A/1 Wilkinson Street Reservoir VIC 3073,370.0,"[-37.7274255, 145.0188735]",2,2,1,Apartment / Unit / Flat,YPA Estate Agents Craigieburn,3073,479,"{'distance': 381.4, 'duration': 85.1}","{'distance': 1355.1, 'duration': 176.9}"
4724,1/15 Gourock St Reservoir VIC 3073,440.0,"[-37.701745, 145.0313592]",2,2,2,Apartment / Unit / Flat,Jamie Ellis,3073,450,"{'distance': 1249.1, 'duration': 239.0}","{'distance': 4558.1, 'duration': 493.2}"
4725,15 Daventry Street Reservoir VIC 3073,400.0,"[-37.714205, 145.001144]",3,1,4,House,Barry Plant Reservoir,3073,472,"{'distance': 923.3, 'duration': 126.7}","{'distance': 3031.4, 'duration': 369.6}"
4726,65 Glasgow Avenue Reservoir VIC 3073,430.0,"[-37.703427, 144.9990725]",3,1,4,House,Barry Plant Reservoir,3073,452,"{'distance': 967.7, 'duration': 307.9}","{'distance': 1262.1, 'duration': 190.9}"
4727,22 Don Street Reservoir VIC 3073,765.0,"[-37.7052438, 145.0315621]",4,1,6,House,One Group Realty,3073,448,"{'distance': 900.6, 'duration': 183.0}","{'distance': 3839.8, 'duration': 477.3}"
4728,2/24 Delaware Street Reservoir VIC 3073,320.0,"[-37.7203355, 145.0141228]",1,1,1,Apartment / Unit / Flat,Dawson Real Estate,3073,483,"{'distance': 897.0, 'duration': 182.7}","{'distance': 2017.4, 'duration': 305.4}"
4729,5/30 Ashley Street Reservoir VIC 3073,320.0,"[-37.717263, 145.002735]",2,1,1,Apartment / Unit / Flat,Barry Plant Reservoir,3073,484,"{'distance': 662.5, 'duration': 99.5}","{'distance': 3121.2, 'duration': 371.9}"
4730,4/87 Thackeray Road Reservoir VIC 3073,470.0,"[-37.7214415, 145.0080216]",2,1,1,Apartment / Unit / Flat,Century 21 Croziers Realty,3073,489,"{'distance': 1050.5, 'duration': 123.7}","{'distance': 3463.6, 'duration': 349.0}"
4731,2/33 Storey Road Reservoir VIC 3073,400.0,"[-37.72390499999999, 145.012651]",2,1,2,Apartment / Unit / Flat,Barry Plant Reservoir,3073,476,"{'distance': 1411.4, 'duration': 273.1}","{'distance': 1878.4, 'duration': 342.1}"
4732,16 Wattle Street Thomastown VIC 3074,380.0,"[-37.6780152, 145.0286251]",3,1,1,House,Rendina Real Estate,3074,435,"{'distance': 595.6, 'duration': 110.0}","{'distance': 870.9, 'duration': 92.4}"
4733,9 Currajong Street Thomastown VIC 3074,400.0,"[-37.6773988, 145.0170224]",3,1,5,House,Jason Real Estate Sales PTY LTD,3074,427,"{'distance': 817.3, 'duration': 117.7}","{'distance': 1654.5, 'duration': 170.8}"
4734,2 Almond Court Thomastown VIC 3074,500.0,"[-37.6800626, 145.0045819]",5,2,2,House,     Love & Co,3074,441,"{'distance': 771.1, 'duration': 107.7}","{'distance': 704.2, 'duration': 116.0}"
4735,21 Bickley Avenue Thomastown VIC 3074,430.0,"[-37.6815894, 145.0381625]",3,1,2,House,Harcourts Rata & Co,3074,432,"{'distance': 636.7, 'duration': 152.8}","{'distance': 1940.7, 'duration': 209.0}"
4736,31 Bickley Avenue Thomastown VIC 3074,370.0,"[-37.6815003, 145.0389807]",3,1,2,House,Stockdale & Leggo Reservoir,3074,430,"{'distance': 581.8, 'duration': 139.6}","{'distance': 1995.9, 'duration': 222.2}"
4737,86 Dalton Road Thomastown VIC 3074,370.0,"[-37.6833433, 145.0297231]",3,1,1,House,Ristic Real Estate,3074,457,"{'distance': 968.2, 'duration': 155.3}","{'distance': 1564.1, 'duration': 139.8}"
4738,3/115 High Street Thomastown VIC 3074,350.0,"[-37.684348, 145.012713]",2,1,1,Apartment / Unit / Flat,     Love & Co,3074,479,"{'distance': 359.6, 'duration': 27.3}","{'distance': 1558.5, 'duration': 147.4}"
4739,4/69-75 Spring Street Thomastown VIC 3074,370.0,"[-37.6819989, 145.006229]",3,2,2,Townhouse,     Love & Co,3074,452,"{'distance': 467.1, 'duration': 60.5}","{'distance': 733.2, 'duration': 117.9}"
4740,16 Murchison Way Thomastown VIC 3074,430.0,"[-37.68632580000001, 145.0387008]",3,2,2,House,Harcourts Rata & Co,3074,475,"{'distance': 1732.0, 'duration': 290.2}","{'distance': 2694.0, 'duration': 333.1}"
4741,38 Bendigo Crescent Thomastown VIC 3074,460.0,"[-37.6745836, 144.9921862]",4,2,2,House,Harcourts Rata & Co,3074,414,"{'distance': 1573.9, 'duration': 234.8}","{'distance': 1706.0, 'duration': 234.2}"
4742,2/42 Pinewood Drive Thomastown VIC 3074,280.0,"[-37.682355, 144.993764]",2,1,1,Apartment / Unit / Flat,     Love & Co,3074,442,"{'distance': 39.9, 'duration': 9.6}","{'distance': 1341.9, 'duration': 221.2}"
4743,45 Spring Street Thomastown VIC 3074,350.0,"[-37.6823769, 145.0082837]",2,1,1,Apartment / Unit / Flat, Love & Co  ,3074,453,"{'distance': 301.0, 'duration': 36.8}","{'distance': 919.1, 'duration': 146.4}"
4744,81 Spring Street Thomastown VIC 3074,370.0,"[-37.6821178, 145.004711]",3,1,1,House,Harcourts Rata & Co,3074,450,"{'distance': 987.8, 'duration': 95.5}","{'distance': 652.4, 'duration': 115.7}"
4745,25 French Street Thomastown VIC 3074,360.0,"[-37.6763874, 145.0183569]",3,1,2,House,Harcourts Rata & Co,3074,424,"{'distance': 585.8, 'duration': 84.3}","{'distance': 1636.7, 'duration': 178.3}"
4746,70 Spring Street Thomastown VIC 3074,370.0,"[-37.6816785, 145.0051414]",3,1,2,House,Harcourts Rata & Co,3074,450,"{'distance': 972.5, 'duration': 89.4}","{'distance': 637.1, 'duration': 109.6}"
4747,4/7-9 Pine Street Thomastown VIC 3074,410.0,"[-37.67703059999999, 145.0240398]",2,1,1,Townhouse,Crown Property Group Vic,3074,428,"{'distance': 530.1, 'duration': 97.0}","{'distance': 1207.4, 'duration': 107.3}"
4748,46 Mount View Road Thomastown VIC 3074,375.0,"[-37.6761934, 145.0102208]",3,2,2,House,Harcourts Rata & Co,3074,432,"{'distance': 1292.1, 'duration': 114.1}","{'distance': 1144.6, 'duration': 115.3}"
4749,6 Howe Court Thomastown VIC 3074,360.0,"[-37.6842402, 144.9970496]",3,1,3,House,     Love & Co,3074,455,"{'distance': 624.6, 'duration': 115.4}","{'distance': 1299.2, 'duration': 180.6}"
4750,3/13 Hurtle Street Thomastown VIC 3074,495.0,"[-37.6729593, 145.0134708]",3,3,1,Townhouse,Totally Real Estate Pty Ltd,3074,418,"{'distance': 607.7, 'duration': 82.4}","{'distance': 1089.7, 'duration': 101.5}"
4751,4/10 Geoffrey Street Thomastown VIC 3074,460.0,"[-37.6813714, 145.0167641]",3,2,2,Townhouse,     Love & Co,3074,442,"{'distance': 631.4, 'duration': 90.2}","{'distance': 1676.9, 'duration': 198.1}"
4752,5 Leilani Grove Thomastown VIC 3074,410.0,"[-37.6856599, 144.9962749]",3,1,1,House,Harcourts Rata & Co,3074,458,"{'distance': 663.7, 'duration': 104.3}","{'distance': 1412.2, 'duration': 169.8}"
4753,193 Victoria Drive Thomastown VIC 3074,350.0,"[-37.6845559, 144.9959305]",3,1,1,House,Harcourts Rata & Co,3074,450,"{'distance': 402.7, 'duration': 64.5}","{'distance': 1436.5, 'duration': 152.8}"
4754,3 Delwyn Close Thomastown VIC 3074,380.0,"[-37.6758899, 145.0316531]",3,1,2,House,Ristic Real Estate,3074,431,"{'distance': 687.1, 'duration': 85.3}","{'distance': 765.3, 'duration': 83.8}"
4755,8 Palm Street Thomastown VIC 3074,380.0,"[-37.6766678, 145.025665]",3,1,1,House,Harcourts Rata & Co,3074,428,"{'distance': 687.3, 'duration': 100.6}","{'distance': 1113.2, 'duration': 101.6}"
4756,27 Darebin Drive Thomastown VIC 3074,355.0,"[-37.6817951, 145.0328232]",3,1,2,House,Morris Glen Real Estate,3074,447,"{'distance': 796.2, 'duration': 69.2}","{'distance': 1417.3, 'duration': 123.5}"
4757,1/12 Frederick Street Thomastown VIC 3074,350.0,"[-37.6816581, 145.0205449]",2,1,1,House,Love & Co Reservoir,3074,435,"{'distance': 559.0, 'duration': 100.6}","{'distance': 1777.3, 'duration': 205.0}"
4758,19 Kemp Avenue Thomastown VIC 3074,375.0,"[-37.6834228, 145.0020854]",3,1,4,House,Harcourts Rata & Co,3074,462,"{'distance': 908.7, 'duration': 117.9}","{'distance': 1064.2, 'duration': 144.0}"
4759,1/109 Dalton Road Thomastown VIC 3074,300.0,"[-37.679757, 145.029665]",2,1,0,Apartment / Unit / Flat,Nelson Alexander Northcote,3074,446,"{'distance': 1224.9, 'duration': 130.3}","{'distance': 877.5, 'duration': 75.7}"
4760,Thomastown VIC 3074,400.0,"[-37.6837819, 145.0107588]",3,1,1,House,Real Estate Yourself,3074,461,"{'distance': 192.6, 'duration': 38.5}","{'distance': 1741.3, 'duration': 186.6}"
4761,17 Tussock Drive Thomastown VIC 3074,420.0,"[-37.6886217, 145.0492606]",2,2,1,Townhouse,Ray White Bundoora,3074,459,"{'distance': 1262.1, 'duration': 245.9}","{'distance': 1668.2, 'duration': 287.8}"
4762,130 Edgars Road Thomastown VIC 3074,500.0,"[-37.6807123, 144.9993737]",4,2,0,House,Ray White South Morang,3074,446,"{'distance': 494.4, 'duration': 55.4}","{'distance': 649.9, 'duration': 81.5}"
4763,4/7 Alexander Avenue Thomastown VIC 3074,360.0,"[-37.6806921, 145.0159461]",2,1,1,Townhouse,Eview Group - C+M Residential,3074,442,"{'distance': 657.3, 'duration': 80.6}","{'distance': 1702.7, 'duration': 188.4}"
4764,2/11 Pine Street Thomastown VIC 3074,420.0,"[-37.6766927, 145.0238585]",3,1,1,House,One Group Realty,3074,426,"{'distance': 565.3, 'duration': 102.1}","{'distance': 1242.6, 'duration': 112.4}"
4765,3 Myrtle Street Thomastown VIC 3074,410.0,"[-37.6788253, 145.028722]",2,1,1,Townhouse,Barry Plant Thomastown,3074,439,"{'distance': 558.9, 'duration': 106.9}","{'distance': 899.4, 'duration': 93.1}"
4766,7 Manton Court Thomastown VIC 3074,360.0,"[-37.6823825, 145.0035488]",3,1,1,House,Barry Plant Thomastown,3074,454,"{'distance': 1261.7, 'duration': 161.2}","{'distance': 926.3, 'duration': 181.4}"
4767,2/19 Main St Thomastown VIC 3074,430.0,"[-37.680145, 145.010136]",3,1,1,Apartment / Unit / Flat,Jamie Ellis,3074,440,"{'distance': 779.1, 'duration': 67.9}","{'distance': 769.5, 'duration': 80.2}"
4768,33 Main Street Thomastown VIC 3074,400.0,"[-37.6799185, 145.0088002]",3,1,1,House,Barry Plant Thomastown,3074,438,"{'distance': 899.0, 'duration': 77.5}","{'distance': 649.7, 'duration': 70.6}"
4769,1/14 Pleasant Road Thomastown VIC 3074,550.0,"[-37.6770096, 145.0126314]",3,2,2,Townhouse,Barry Plant Thomastown,3074,430,"{'distance': 935.0, 'duration': 89.1}","{'distance': 1266.6, 'duration': 135.6}"
4770,1/17 Clarke Street Thomastown VIC 3074,490.0,"[-37.6834275, 145.0105221]",3,2,1,Townhouse,Barry Plant Thomastown,3074,457,"{'distance': 156.7, 'duration': 29.9}","{'distance': 1705.4, 'duration': 178.0}"
4771,115 Main Street Thomastown VIC 3074,400.0,"[-37.6789932, 144.999589]",3,1,0,House,Barry Plant Thomastown,3074,442,"{'distance': 686.1, 'duration': 71.1}","{'distance': 841.6, 'duration': 97.3}"
4772,8 Rochester Drive Thomastown VIC 3074,370.0,"[-37.6839127, 145.0305411]",3,1,0,House,Barry Plant Thomastown,3074,459,"{'distance': 992.4, 'duration': 172.5}","{'distance': 1588.3, 'duration': 156.9}"
4773,13 Newhaven Street Thomastown VIC 3074,400.0,"[-37.67397920000001, 144.9896471]",3,1,2,House,Xynergy Realty South Yarra,3074,412,"{'distance': 1809.2, 'duration': 273.9}","{'distance': 1941.4, 'duration': 273.4}"
4774,5 Harding Street Thomastown VIC 3074,465.0,"[-37.6842638, 145.0084559]",4,2,2,House,Barry Plant Craigieburn,3074,470,"{'distance': 493.6, 'duration': 81.7}","{'distance': 1166.2, 'duration': 205.6}"
4775,24 Gratwick Street Lalor VIC 3075,500.0,"[-37.668591, 145.0191534]",5,2,3,House,Jellis Craig - Brunswick,3075,409,"{'distance': 589.3, 'duration': 67.5}","{'distance': 854.6, 'duration': 118.4}"
4776,47 Messmate Street Lalor VIC 3075,390.0,"[-37.6750241, 145.0199533]",2,1,2,House,     Love & Co,3075,416,"{'distance': 502.4, 'duration': 68.2}","{'distance': 1395.5, 'duration': 148.2}"
4777,2/10 Duncan Road Lalor VIC 3075,340.0,"[-37.6667126, 145.0151712]",1,1,1,Apartment / Unit / Flat,Harcourts - Mernda,3075,404,"{'distance': 1129.2, 'duration': 109.7}","{'distance': 172.5, 'duration': 24.8}"
4778,3 Midway Cresent Lalor VIC 3075,375.0,"[-37.6612995, 145.0286897]",3,1,1,House,Ray White Epping,3075,392,"{'distance': 409.7, 'duration': 59.0}","{'distance': 524.7, 'duration': 69.6}"
4779,1/143 Messmate Street Lalor VIC 3075,420.0,"[-37.6760434, 145.0286897]",3,1,2,Apartment / Unit / Flat,Harcourts Rata & Co,3075,432,"{'distance': 883.4, 'duration': 132.3}","{'distance': 614.7, 'duration': 71.6}"
4780,9 Menzies Parade Lalor VIC 3075,405.0,"[-37.6719845, 145.0322634]",4,2,4,House,Love & Co Reservoir,3075,420,"{'distance': 897.6, 'duration': 114.1}","{'distance': 701.7, 'duration': 84.4}"
4781,30 Kingsway Drive Lalor VIC 3075,430.0,"[-37.66483660000001, 145.0121148]",3,1,2,House,Ray White Epping,3075,398,"{'distance': 1155.3, 'duration': 149.1}","{'distance': 417.4, 'duration': 59.8}"
4782,101 Casey Drive Lalor VIC 3075,440.0,"[-37.6740625, 145.0392175]",3,1,3,House,Bombay Real Estate Pty Ltd,3075,407,"{'distance': 603.9, 'duration': 99.0}","{'distance': 1240.7, 'duration': 186.2}"
4783,30 Suncroft Drive Lalor VIC 3075,530.0,"[-37.6612729, 144.9988357]",4,2,2,House,     Love & Co,3075,380,"{'distance': 547.5, 'duration': 78.8}","{'distance': 1818.6, 'duration': 251.0}"
4784,31/68-92 Mckimmies Road Lalor VIC 3075,400.0,"[-37.6755813, 145.0422243]",3,2,1,Apartment / Unit / Flat,Harcourts Rata & Co,3075,404,"{'distance': 656.3, 'duration': 117.9}","{'distance': 1642.3, 'duration': 174.3}"
4785,18 Cambala Avenue Lalor VIC 3075,365.0,"[-37.6697064, 144.9970065]",3,1,1,House,     Love & Co,3075,400,"{'distance': 1197.2, 'duration': 157.9}","{'distance': 1708.1, 'duration': 179.9}"
4786,12 Dennis Street Lalor VIC 3075,400.0,"[-37.672244, 145.0347608]",3,1,4,House,     Love & Co,3075,410,"{'distance': 769.9, 'duration': 87.2}","{'distance': 834.4, 'duration': 103.6}"
4787,7 Dianne Court Lalor VIC 3075,380.0,"[-37.659454, 145.0049693]",3,1,1,House,Stockdale & Leggo Epping,3075,385,"{'distance': 939.8, 'duration': 135.3}","{'distance': 1625.5, 'duration': 206.2}"
4788,2/15 Blackburn Street Lalor VIC 3075,450.0,"[-37.6703313, 145.0272689]",4,2,2,Townhouse,  Love & Co,3075,408,"{'distance': 451.4, 'duration': 65.0}","{'distance': 789.7, 'duration': 114.9}"
4789,102/19 Positano Way Lalor VIC 3075,350.0,"[-37.6649187, 144.9874092]",2,1,1,Apartment / Unit / Flat,Nelson Alexander Reservoir,3075,397,"{'distance': 1415.1, 'duration': 202.6}","{'distance': 3027.3, 'duration': 323.1}"
4790,6 Kalara Close Lalor VIC 3075,400.0,"[-37.6663068, 145.0069493]",4,1,3,House,Ray White Mill Park,3075,401,"{'distance': 1160.2, 'duration': 145.6}","{'distance': 617.2, 'duration': 88.5}"
4791,3/90 Messmate Street Lalor VIC 3075,450.0,"[-37.6752871, 145.0255898]",3,2,1,House,Harcourts Rata & Co,3075,422,"{'distance': 844.6, 'duration': 120.7}","{'distance': 898.4, 'duration': 106.4}"
4792,46 Ardenal Crescent Lalor VIC 3075,460.0,"[-37.6659058, 144.9878396]",4,2,2,House,Morrison Kleeman Estate Agents,3075,397,"{'distance': 1626.2, 'duration': 204.4}","{'distance': 2848.4, 'duration': 297.4}"
4793,1/47 Edmondson Street Lalor VIC 3075,360.0,"[-37.6655171, 145.024612]",3,1,1,Apartment / Unit / Flat,Ray White Epping,3075,399,"{'distance': 544.5, 'duration': 78.4}","{'distance': 1812.6, 'duration': 164.7}"
4794,1/103 William Street Lalor VIC 3075,370.0,"[-37.6743156, 145.0294217]",3,1,1,Apartment / Unit / Flat,Harcourts Rata & Co,3075,426,"{'distance': 1068.1, 'duration': 153.8}","{'distance': 383.7, 'duration': 49.0}"
4795,11/25 Newton Crescent Lalor VIC 3075,315.0,"[-37.6659661, 145.0211098]",2,1,1,Apartment / Unit / Flat,Harcourts Rata & Co,3075,400,"{'distance': 742.6, 'duration': 108.7}","{'distance': 938.4, 'duration': 133.0}"
4796,3 Brigette Court Lalor VIC 3075,540.0,"[-37.6704108, 145.0013537]",4,2,2,House,Harcourts Rata & Co,3075,419,"{'distance': 787.5, 'duration': 98.9}","{'distance': 1708.3, 'duration': 182.6}"
4797,10 Herman Road Lalor VIC 3075,375.0,"[-37.6696877, 144.9876674]",3,2,2,Townhouse,Harcourts Rata & Co,3075,399,"{'distance': 2272.4, 'duration': 270.8}","{'distance': 2404.5, 'duration': 270.3}"
4798,4/2 Gordon street Lalor VIC 3075,320.0,"[-37.667141, 145.0224899]",2,1,1,Apartment / Unit / Flat,RentBetter,3075,403,"{'distance': 583.0, 'duration': 83.9}","{'distance': 1067.1, 'duration': 149.0}"
4799,3 Chifley Street Lalor VIC 3075,400.0,"[-37.6617008, 145.0200359]",3,1,1,House,Ray White Mill Park,3075,393,"{'distance': 1030.7, 'duration': 135.9}","{'distance': 1120.7, 'duration': 154.9}"
4800,40 Padstum Avenue Lalor VIC 3075,375.0,"[-37.6685963, 144.9890876]",3,1,1,House,Harcourts Rata & Co,3075,399,"{'distance': 1668.1, 'duration': 210.4}","{'distance': 2418.4, 'duration': 272.3}"
4801,67A Herman Road Lalor VIC 3075,370.0,"[-37.6700879, 144.9928963]",3,1,1,House,Woodards Preston,3075,399,"{'distance': 1850.4, 'duration': 210.0}","{'distance': 1982.6, 'duration': 209.5}"
4802,1/66 Mckimmies Road Lalor VIC 3075,330.0,"[-37.6756531, 145.0397558]",3,1,1,Townhouse, Love & Co  ,3075,408,"{'distance': 419.7, 'duration': 85.9}","{'distance': 1405.7, 'duration': 142.4}"
4803,2/143 Messmate Street Lalor VIC 3075,360.0,"[-37.6760434, 145.0286897]",2,1,1,Apartment / Unit / Flat,Harcourts Rata & Co,3075,432,"{'distance': 883.4, 'duration': 132.3}","{'distance': 614.7, 'duration': 71.6}"
4804,34 Tripani Avenue Lalor VIC 3075,440.0,"[-37.6642296, 144.9879768]",3,2,2,House,Nelson Alexander Northcote,3075,395,"{'distance': 1387.3, 'duration': 198.6}","{'distance': 3033.0, 'duration': 323.9}"
4805,295 Edgars Road Lalor VIC 3075,340.0,"[-37.6684477, 145.0033336]",3,2,2,House,Barry Plant Thomastown,3075,411,"{'distance': 438.6, 'duration': 52.9}","{'distance': 1323.8, 'duration': 180.9}"
4806,3/87 William Street Lalor VIC 3075,390.0,"[-37.6741787, 145.0280439]",2,1,1,House,Raine & Horne Reservoir,3075,426,"{'distance': 945.9, 'duration': 136.2}","{'distance': 505.9, 'duration': 66.5}"
4807,2 Kimberley Street Lalor VIC 3075,380.0,"[-37.6676563, 144.9985129]",3,2,2,House,Barry Plant Thomastown,3075,387,"{'distance': 687.8, 'duration': 99.0}","{'distance': 2015.1, 'duration': 226.8}"
4808,3/2 Gordon street Lalor VIC 3075,320.0,"[-37.667141, 145.0224899]",2,1,1,Acreage / Semi-Rural,SKAD REAL ESTATE THOMASTOWN,3075,403,"{'distance': 583.0, 'duration': 83.9}","{'distance': 1067.1, 'duration': 149.0}"
4809,9 Lyndon Street Lalor VIC 3075,300.0,"[-37.6660167, 145.0105221]",2,1,1,House,The Real Estate Business,3075,401,"{'distance': 1182.1, 'duration': 157.4}","{'distance': 262.2, 'duration': 40.8}"
4810,65 Burton St Lalor VIC 3075,475.0,"[-37.667204, 145.031486]",3,2,3,House,Melbourne Real Estate Agent,3075,402,"{'distance': 747.3, 'duration': 68.7}","{'distance': 1137.3, 'duration': 103.5}"
4811,33 Anglers Drive Epping VIC 3076,400.0,"[-37.626454, 145.0332221]",3,2,2,Townhouse,Nicholson Real Estate,3076,298,"{'distance': 1173.4, 'duration': 169.5}","{'distance': 1580.4, 'duration': 208.6}"
4812,1/10 Cabot Drive Epping VIC 3076,360.0,"[-37.6450848, 145.0414695]",2,1,1,Apartment / Unit / Flat,Barry Plant Epping,3076,329,"{'distance': 1559.4, 'duration': 227.5}","{'distance': 979.9, 'duration': 99.2}"
4813,18 Granite Outlook Epping VIC 3076,500.0,"[-37.6314747, 145.0358373]",3,2,2,House,THE BISI AGENT,3076,306,"{'distance': 1467.0, 'duration': 156.3}","{'distance': 1467.0, 'duration': 156.3}"
4814,10 Palmero Street Epping VIC 3076,365.0,"[-37.6336668, 145.0030215]",2,1,1,House,Eview Group - Australia,3076,379,"{'distance': 2639.5, 'duration': 318.9}","{'distance': 3157.5, 'duration': 363.6}"
4815,10 Argo Court Epping VIC 3076,600.0,"[-37.63386879999999, 145.0216504]",5,2,2,House,Ray White Epping,3076,347,"{'distance': 1619.2, 'duration': 171.2}","{'distance': 2907.3, 'duration': 302.7}"
4816,32 Holroyd Drive Epping VIC 3076,420.0,"[-37.6578309, 145.0330385]",3,1,5,House,hockingstuart Epping,3076,378,"{'distance': 1132.2, 'duration': 163.3}","{'distance': 980.0, 'duration': 105.1}"
4817,11/10 Cooper Street Epping VIC 3076,330.0,"[-37.652331, 145.033954]",3,1,1,Apartment / Unit / Flat,Harcourts Rata & Co,3076,356,"{'distance': 828.4, 'duration': 129.7}","{'distance': 463.9, 'duration': 56.9}"
4818,8/10 Cooper Street Epping VIC 3076,320.0,"[-37.6448089, 144.9659116]",2,1,1,Apartment / Unit / Flat,Harcourts Rata & Co,3076,376,"{'distance': 5016.4, 'duration': 480.4}","{'distance': 5907.9, 'duration': 521.7}"
4819,1 Aldergate Court Epping VIC 3076,420.0,"[-37.6420149, 145.0424903]",3,2,1,House,Barry Plant Northcote and Preston,3076,320,"{'distance': 1006.4, 'duration': 241.5}","{'distance': 1487.2, 'duration': 198.3}"
