,Name,Cost,Coordinates,Bed,Bath,Parking,Property_Type,Agency,Postcode
202,2 Stanley Street West Melbourne VIC 3003,510,"[-37.8066707, 144.9515609]",2,1,−,House,W. B. Simpson & Son,3003.0
203,202/87-89 Roden Street West Melbourne VIC 3003,575,"[-37.807424, 144.9486787]",2,2,1,Apartment / Unit / Flat,W. B. Simpson & Son,3003.0
204,306/493 Victoria Street West Melbourne VIC 3003,390,"[-37.8047323, 144.9435012]",2,1,1,Apartment / Unit / Flat,W. B. Simpson & Son,3003.0
205,5/231 Roden Street West Melbourne VIC 3003,675,"[-37.8100428, 144.9452456]",2,2,1,Townhouse,W. B. Simpson & Son,3003.0
206,4/30 Dudley Street West Melbourne VIC 3003,630.00,"[-37.8083643, 144.9544295]",3,2,1,House,Woodards Ascot Vale,3003.0
207,228 Adderley Street West Melbourne VIC 3003,900,"[-37.80806, 144.944867]",3,2,1,House,W. B. Simpson & Son,3003.0
208,207/55 Jeffcott Street West Melbourne VIC 3003,400.00,"[-37.8120511, 144.9517315]",1,1,−,Apartment / Unit / Flat,MICM Real Estate,3003.0
209,302/53 Batman Street West Melbourne VIC 3003,420.00,"[-37.8110929, 144.9515043]",1,1,−,Apartment / Unit / Flat,MICM Real Estate,3003.0
210,1203/392 Spencer Street West Melbourne VIC 3003,400,"[-37.8112569, 144.9509666]",1,1,−,Apartment / Unit / Flat,Bow Residential,3003.0
211,108/55 Jeffcott Street West Melbourne VIC 3003,360,"[-37.8120511, 144.9517315]",1,1,−,Apartment / Unit / Flat,JMRE Real Estate,3003.0
212,601/55 Jeffcott Street West Melbourne VIC 3003,520.00,"[-37.8120511, 144.9517315]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3003.0
213,312/118 Dudley Street West Melbourne VIC 3003,520.00,"[-37.809361, 144.9514149]",2,2,1,Apartment / Unit / Flat,MICM Real Estate,3003.0
214,464 William Street West Melbourne VIC 3003,"1,650","[-37.806543, 144.95431]",3,2,2,House,Nelson Alexander Fitzroy,3003.0
215,1706/105 Batman Street West Melbourne VIC 3003,580,"[-37.8114205, 144.9497415]",2,2,1,Apartment / Unit / Flat,Austrump Glen Pty Ltd,3003.0
216,708/53 Batman Street West Melbourne VIC 3003,380.00,"[-37.8110929, 144.9515043]",1,1,−,Apartment / Unit / Flat,MICM Real Estate,3003.0
217,1111/33 Batman Street West Melbourne VIC 3003,480,"[-37.8108734, 144.9518209]",2,1,−,Apartment / Unit / Flat,NPM,3003.0
218,1314/58 Jeffcott Street West Melbourne VIC 3003,650.00,"[-37.811778, 144.9517322]",2,2,−,Apartment / Unit / Flat,MICM Real Estate,3003.0
219,3G01/130 Dudley Street West Melbourne VIC 3003,480,"[-37.810393, 144.9494184]",2,1,−,Apartment / Unit / Flat,LJ Hooker City Residential,3003.0
220,205/55 Jeffcott Street West Melbourne VIC 3003,400.00,"[-37.8120511, 144.9517315]",1,1,−,Apartment / Unit / Flat,MICM Real Estate,3003.0
221,109/23 Batman Street West Melbourne VIC 3003,680,"[-37.8108743, 144.9523646]",2,2,1,Apartment / Unit / Flat,Austrump Glen Pty Ltd,3003.0
222,G1/9 Dryburgh Street West Melbourne VIC 3003,600.00,"[-37.806619, 144.9424148]",2,2,1,Apartment / Unit / Flat,JMRE Real Estate,3003.0
223,308/58 Jeffcott Street West Melbourne VIC 3003,480,"[-37.811778, 144.9517322]",1,1,1,Apartment / Unit / Flat,Nelson Alexander | Carlton,3003.0
224,1502/65 Dudley Street West Melbourne VIC 3003,420,"[-37.810221, 144.9506929]",1,1,−,Apartment / Unit / Flat,Areal Property - Box Hill,3003.0
225,501/53 Batman Street West Melbourne VIC 3003,500.00,"[-37.8110929, 144.9515043]",2,1,−,Apartment / Unit / Flat,MICM Real Estate,3003.0
226,405/118 Dudley Street West Melbourne VIC 3003,550.00,"[-37.809361, 144.9514149]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3003.0
227,707/130 Dudley Street West Melbourne VIC 3003,350,"[-37.809552, 144.950835]",1,1,1,Studio,Ray White Southbank & Port Phillip,3003.0
228,103/107 Hawke Street West Melbourne VIC 3003,460,"[-37.8076347, 144.9467204]",2,1,1,Apartment / Unit / Flat,Landmark Real Estate,3003.0
229,504/89 Roden Street West Melbourne VIC 3003,550,"[-37.8073655, 144.9488379]",2,1,1,Apartment / Unit / Flat,Austrump Glen Pty Ltd,3003.0
230,213/65 Dudley Street West Melbourne VIC 3003,450,"[-37.810221, 144.9506929]",2,1,−,Apartment / Unit / Flat,Austrump Glen Pty Ltd,3003.0
231,409/393 Spencer street West Melbourne VIC 3003,600,"[-37.8113249, 144.950247]",1,1,1,Apartment / Unit / Flat,Yousales,3003.0
232,604/150 Dudley Street West Melbourne VIC 3003,680,"[-37.8096511, 144.9505719]",2,1,−,Apartment / Unit / Flat,Yousales,3003.0
233,12 Anderson Street West Melbourne VIC 3003,440,"[-37.8058028, 144.942138]",2,1,−,House,Alexkarbon Real Estate Pty Ltd,3003.0
234,219 Stanley Street West Melbourne VIC 3003,535.00,"[-37.8107052, 144.94545]",2,1,−,House,Nelson Alexander | Carlton,3003.0
235,18/18 Curzon Street West Melbourne VIC 3003,"1,450","[-37.8043508, 144.9481504]",3,2,1,Apartment / Unit / Flat,Agent In A Box,3003.0
236,148 Adderley Street West Melbourne VIC 3003,995,"[-37.80973530000001, 144.9472135]",3,1,1,House,Alexkarbon Real Estate Pty Ltd,3003.0
237,1203/105 Batman Street West Melbourne VIC 3003,600,"[-37.8114205, 144.9497415]",2,2,1,Apartment / Unit / Flat,Melbourne Real Estate,3003.0
238,1404/105 Batman Street West Melbourne VIC 3003,600,"[-37.8114205, 144.9497415]",2,2,1,Apartment / Unit / Flat,Ironfish Real Estate Melbourne,3003.0
239,9/53 Batman Street West Melbourne VIC 3003,390,"[-37.8110929, 144.9515043]",1,1,−,Apartment / Unit / Flat,Hayden Melbourne,3003.0
240,12 Eades Place West Melbourne VIC 3003,800,"[-37.8062812, 144.951386]",3,1,2,House,Wise Earth Property Group,3003.0
241,1412/420-434 Spencer Street West Melbourne VIC 3003,500,"[-37.8103464, 144.9503811]",2,1,−,Apartment / Unit / Flat,VICPROP Hawthorn,3003.0
242,109/10 Wominjeka Walk West Melbourne VIC 3003,475,"[-37.8098935, 144.9487422]",1,1,−,Apartment / Unit / Flat,Dynamic Residential - Rentals,3003.0
243,1110/15 Batman Street West Melbourne VIC 3003,450,"[-37.8107573, 144.952244]",1,1,−,Apartment / Unit / Flat,WeYou Property Pty Ltd,3003.0
244,26/50 Rosslyn Street West Melbourne VIC 3003,400,"[-37.8074206, 144.9525729]",2,1,−,Apartment / Unit / Flat,Galldon Real Estate,3003.0
245,2606/105 Batman Street West Melbourne VIC 3003,560,"[-37.8114205, 144.9497415]",2,2,1,Apartment / Unit / Flat,Ironfish Real Estate Melbourne,3003.0
246,1703/23 Batman Street West Melbourne VIC 3003,680,"[-37.8108743, 144.9523646]",2,2,1,Apartment / Unit / Flat,Dynamic Residential - Rentals,3003.0
247,1711/105 Batman Street West Melbourne VIC 3003,500,"[-37.8114205, 144.9497415]",1,1,−,Apartment / Unit / Flat,Ironfish Real Estate Melbourne,3003.0
248,105/150 Dudley Street West Melbourne VIC 3003,450,"[-37.8096511, 144.9505719]",1,1,1,Apartment / Unit / Flat,Investate International,3003.0
249,2303/105 Batman Street West Melbourne VIC 3003,600,"[-37.8114205, 144.9497415]",2,2,1,Apartment / Unit / Flat,Ironfish Real Estate Melbourne,3003.0
250,2505/105 Batman Street West Melbourne VIC 3003,520,"[-37.8114205, 144.9497415]",1,1,1,Apartment / Unit / Flat,Ironfish Real Estate Melbourne,3003.0
251,502/55-63 Jeffcott Street West Melbourne VIC 3003,520,"[-37.8120511, 144.9517315]",2,1,1,Apartment / Unit / Flat,VICPROP Hawthorn,3003.0
252,1405/105 Batman Street West Melbourne VIC 3003,520,"[-37.8114205, 144.9497415]",1,1,1,Apartment / Unit / Flat,Ironfish Real Estate Melbourne,3003.0
253,2410/65 Dudley Street West Melbourne VIC 3003,420,"[-37.810221, 144.9506929]",1,1,−,Apartment / Unit / Flat,Ironfish Real Estate Melbourne,3003.0
254,35/1 Flagstaff Lane West Melbourne VIC 3003,625,"[-37.8096775, 144.9518019]",2,2,1,Apartment / Unit / Flat,Melbourne Real Estate,3003.0
255,405/150 Dudley Street West Melbourne VIC 3003,525,"[-37.8096511, 144.9505719]",2,1,1,Apartment / Unit / Flat,AUSTRALIAN PROPERTY MANAGEMENT ALLIANCE,3003.0
256,307/150 Dudley St West Melbourne VIC 3003,450,"[-37.8096511, 144.9505719]",1,1,1,Apartment / Unit / Flat,AUSTRALIAN PROPERTY MANAGEMENT ALLIANCE,3003.0
257,Carpark/105 Batman street West Melbourne VIC 3003,50,"[-37.810968, 144.9504968]",−,1,House,Ironfish Real Estate Melbourne,3003,
258,1413/610 St Kilda Rd Melbourne VIC 3004,425,"[-37.8520422, 144.9803303]",2,1,−,Apartment / Unit / Flat,  Gary Peer,3004.0
259,1507/12 Queens Rd Melbourne VIC 3004,700.00,"[-37.8384194, 144.9747126]",2,2,1,Apartment / Unit / Flat,Hodges Real Estate Sandringham,3004.0
260,902/133 Russell St Melbourne VIC 3004,650.00,"[-37.8133332, 144.9681667]",1,1,−,Apartment / Unit / Flat,Abercromby's Real Estate,3004.0
261,309/77 Queens Road Melbourne VIC 3004,430,"[-37.85271110000001, 144.9797274]",1,1,1,Apartment / Unit / Flat,Motion Property,3004.0
262,18e/481 St Kilda Road Melbourne VIC 3004,2800,"[-37.8421147, 144.9787599]",3,3,2,Apartment / Unit / Flat,Kay & Burton South Yarra,3004.0
263,314/499 St Kilda Road Melbourne VIC 3004,900,"[-37.8431328, 144.9793408]",2,2,1,Apartment / Unit / Flat,Holly and Williams,3004.0
264,303/250 St Kilda Road Melbourne VIC 3004,1395,"[-37.8259165, 144.9705248]",2,2,2,Apartment / Unit / Flat,Kay & Burton South Yarra,3004.0
265,805/81 Queens Road Melbourne VIC 3004,355,"[-37.853804, 144.9798785]",−,1,1,Studio, Gary Peer,3004.0
266,405/442 St Kilda Road Melbourne VIC 3004,380,"[-37.8382389, 144.9754034]",1,1,1,Apartment / Unit / Flat,Hodges South Melbourne,3004.0
267,104/12 Queens Road Melbourne VIC 3004,440,"[-37.8384194, 144.9747126]",1,1,1,Apartment / Unit / Flat,Motion Property,3004.0
268,1312/35 Albert Rd Melbourne VIC 3004,570,"[-37.834695, 144.9721117]",2,2,1,Apartment / Unit / Flat,Re-define Real Estate,3004.0
269,19/73 Queens Road Melbourne VIC 3004,580,"[-37.8519051, 144.9795738]",2,2,1,Apartment / Unit / Flat,Wilson Port Phillip,3004.0
270,113/350 St Kilda Road Melbourne VIC 3004,1500,"[-37.831142, 144.9708545]",2,3,2,Apartment / Unit / Flat,Kay & Burton South Yarra,3004.0
271,8/K3 Union Street Melbourne VIC 3004,400,"[-37.85324019999999, 144.9803053]",1,1,1,Apartment / Unit / Flat,Biggin & Scott Stonnington,3004.0
272,5/80 Queens Road Melbourne VIC 3004,320,"[-37.8532567, 144.9796633]",1,1,1,Apartment / Unit / Flat, Gary Peer,3004.0
273,60/485 St Kilda Road Melbourne VIC 3004,395,"[-37.8426262, 144.9783298]",1,1,1,Apartment / Unit / Flat,Woodards South Yarra,3004.0
274,801/12 Queens Road Melbourne VIC 3004,900.00,"[-37.8384194, 144.9747126]",3,2,2,Apartment / Unit / Flat,Hodges Real Estate Sandringham,3004.0
275,76/485-489 St Kilda Road Melbourne VIC 3004,635,"[-37.8426262, 144.9783298]",2,1,1,Apartment / Unit / Flat,Dingle Partners,3004.0
276,1306/582 St Kilda Road Melbourne VIC 3004,1100,"[-37.8493082, 144.9794216]",2,2,2,Apartment / Unit / Flat,Home AU Real Estate,3004.0
277,803/430 St Kilda Road Melbourne VIC 3004,1400.00,"[-37.837123, 144.9751256]",3,2,2,Apartment / Unit / Flat,Dingle Partners,3004.0
278,603/469 St Kilda Road Melbourne VIC 3004,1100,"[-37.8414584, 144.9779051]",2,2,2,Apartment / Unit / Flat,Kay & Burton South Yarra,3004.0
279,32/485 St Kilda Road Melbourne VIC 3004,520,"[-37.8426262, 144.9783298]",2,1,1,Apartment / Unit / Flat,Woodards South Yarra,3004.0
280,1906/12 Queens Rd Melbourne VIC 3004,"1,650","[-37.8384194, 144.9747126]",3,2,2,Apartment / Unit / Flat,Hodges Real Estate Sandringham,3004.0
281,1405/12 Queens Road Melbourne VIC 3004,400,"[-37.8384194, 144.9747126]",1,1,1,Apartment / Unit / Flat,Wood Property,3004.0
282,1010/12 Queens Road Melbourne VIC 3004,500,"[-37.8384194, 144.9747126]",2,1,1,Apartment / Unit / Flat,Wood Property,3004.0
283,T512/348 St Kilda Road Melbourne VIC 3004,360.00,"[-37.8309509, 144.9708639]",1,1,−,Apartment / Unit / Flat,Jellis Craig Stonnington,3004.0
284,215/416 St Kilda Road Melbourne VIC 3004,400.00,"[-37.8355104, 144.974613]",1,1,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
285,410/360 St Kilda Road Melbourne VIC 3004,450,"[-37.8315104, 144.9707236]",1,1,1,Apartment / Unit / Flat,Longview Real Estate,3004.0
286,1307/12 Queens Road Melbourne VIC 3004,550,"[-37.8384194, 144.9747126]",2,2,1,Apartment / Unit / Flat,Wood Property,3004.0
287,223/416A St Kilda Road Melbourne VIC 3004,650.00,"[-37.8355104, 144.974613]",2,1,2,Apartment / Unit / Flat,MICM Real Estate,3004.0
288,5/78 Queens Road Melbourne VIC 3004,470.00,"[-37.8530826, 144.9795283]",2,1,1,Apartment / Unit / Flat,Gunn &Co Estate Agents,3004.0
289,6710/138 Spencer St Melbourne VIC 3004,550,"[-37.817416, 144.9536403]",1,1,−,Apartment / Unit / Flat,Areal Property - Box Hill,3004.0
290,1502/594 St Kilda Road Melbourne VIC 3004,425.00,"[-37.8496926, 144.9796418]",1,1,1,Apartment / Unit / Flat,LITTLE Real Estate Victoria,3004.0
291,505/470 St Kilda Road Melbourne VIC 3004,520.00,"[-37.8412448, 144.9767698]",2,1,−,Apartment / Unit / Flat,MICM Real Estate,3004.0
292,114/77 Queens Road Melbourne VIC 3004,375,"[-37.85271110000001, 144.9797274]",1,1,−,Apartment / Unit / Flat,Ray White Southbank & Port Phillip,3004.0
293,412/23 Queens Road Melbourne VIC 3004,0,"[-37.8412417, 144.975597]",2,1,1,Apartment / Unit / Flat,Inner Real Estate NEXTRE,3004.0
294,514/610 St Kilda Road Melbourne VIC 3004,500.00,"[-37.8520422, 144.9803303]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
295,1305/12 Queens Road Melbourne VIC 3004,400,"[-37.8384194, 144.9747126]",1,1,1,Apartment / Unit / Flat,Wood Property,3004.0
296,208/610 St Kilda Road Melbourne VIC 3004,371.00,"[-37.8520422, 144.9803303]",1,1,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
297,81/416 St Kilda Road Melbourne VIC 3004,500.00,"[-37.8355104, 144.974613]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
298,1215/610 St Kilda Road Melbourne VIC 3004,460.00,"[-37.8520422, 144.9803303]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
299,817/35 Albert Road Melbourne VIC 3004,670,"[-37.834695, 144.9721117]",2,2,1,Apartment / Unit / Flat,Ausview Estate Agents,3004.0
300,712/14 Queens Road Melbourne VIC 3004,650,"[-37.8389211, 144.9749946]",1,1,1,Apartment / Unit / Flat,Hallmarc Asset Management,3004.0
301,409/360 St Kilda Road Melbourne VIC 3004,475,"[-37.8315104, 144.9707236]",1,1,1,Apartment / Unit / Flat,Longview Real Estate,3004.0
302,301/77 Queens Road Melbourne VIC 3004,540,"[-37.85271110000001, 144.9797274]",2,2,1,Apartment / Unit / Flat,Melplex Real Estate,3004.0
303,1317/35 Albert Road Melbourne VIC 3004,630,"[-37.834695, 144.9721117]",2,2,1,Apartment / Unit / Flat,Areal Property - Box Hill,3004.0
304,37/458 St Kilda Road Melbourne VIC 3004,470.00,"[-37.8401766, 144.9761133]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
305,407/26 Queens Road Melbourne VIC 3004,430,"[-37.8420001, 144.9755707]",2,1,1,Apartment / Unit / Flat,Nelson Alexander Flemington,3004.0
306,1601/568 St Kilda Road Melbourne VIC 3004,460,"[-37.8471627, 144.978741]",1,1,1,Apartment / Unit / Flat,Inner Real Estate NEXTRE,3004.0
307,132/416A St Kilda Road Melbourne VIC 3004,410.00,"[-37.8355104, 144.974613]",1,1,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
308,3/9 Commercial Road Melbourne VIC 3004,700,"[-37.8457061, 144.9861842]",2,1,2,Apartment / Unit / Flat,Longview Real Estate,3004.0
309,802/35 Albert Road Melbourne VIC 3004,550.00,"[-37.834695, 144.9721117]",2,2,1,Apartment / Unit / Flat,Jellis Craig Stonnington,3004.0
310,709/14 Queens Road Melbourne VIC 3004,850,"[-37.8389211, 144.9749946]",2,2,1,Apartment / Unit / Flat,Hallmarc Asset Management,3004.0
311,618/360 St Kilda Road Melbourne VIC 3004,420,"[-37.8315104, 144.9707236]",1,1,1,Apartment / Unit / Flat,Ace Real Estate,3004.0
312,233/416 St Kilda Road Melbourne VIC 3004,760.00,"[-37.8355104, 144.974613]",3,2,2,Apartment / Unit / Flat,MICM Real Estate,3004.0
313,1522/555 St Kilda Road Melbourne VIC 3004,1400,"[-37.8470517, 144.9806745]",3,2,2,Apartment / Unit / Flat,Core Realty Pty Ltd,3004.0
314,172/418 St Kilda Road Melbourne VIC 3004,700.00,"[-37.8358416, 144.9747364]",3,2,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
315,1508/568 St Kilda Road Melbourne VIC 3004,450,"[-37.8471627, 144.978741]",1,1,1,Apartment / Unit / Flat,Twig Real Estate,3004.0
316,192/416A St Kilda Road Melbourne VIC 3004,490.00,"[-37.8355104, 144.974613]",1,1,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
317,29/449 St Kilda Road Melbourne VIC 3004,670,"[-37.8401674, 144.9774557]",2,1,−,Apartment / Unit / Flat,Ray White Southbank & Port Phillip,3004.0
318,1307/14 Queens Road Melbourne VIC 3004,1750,"[-37.8389211, 144.9749946]",3,2,2,Apartment / Unit / Flat,Hallmarc Asset Management,3004.0
319,321/499 St Kilda Road Melbourne VIC 3004,1299,"[-37.8431328, 144.9793408]",2,2,2,Apartment / Unit / Flat,Dwellings Estate Agents Pty Ltd,3004.0
320,12A/635-643 St Kilda Road Melbourne VIC 3004,"1,500","[-37.8543122, 144.9826011]",3,3,2,Apartment / Unit / Flat,Nelson Alexander Fitzroy,3004.0
321,45/418 St Kilda Road Melbourne VIC 3004,520.00,"[-37.8358416, 144.9747364]",2,1,1,Apartment / Unit / Flat,MICM Real Estate,3004.0
322,317/9 Commercial Road Melbourne VIC 3004,450,"[-37.8456502, 144.986108]",1,1,1,Apartment / Unit / Flat,Ray White Southbank & Port Phillip,3004.0
323,35/300 King St Melbourne 3004 VIC 3004,550,"[-37.8131524, 144.9547736]",1,1,1,Apartment / Unit / Flat,Easy Sell Rent,3004.0
324,415/74 Queens Road Melbourne 3004 VIC 3004,410,"[-37.8522389, 144.9795127]",1,1,−,Apartment / Unit / Flat,LJ Hooker City Residential,3004.0
