School_Name,Education_Sector,School_Type,Postcode,Longitude,Latitude
Lowther Hall Anglican Grammar School,Independent,Pri/Sec,3040,144.91497,-37.75991
St Brigid's College,Catholic,Secondary,3400,142.20795,-36.71731
St Joan of Arc School,Catholic,Primary,3186,144.99415,-37.92011
St John's School,Catholic,Primary,3666,145.56987,-36.75337
Penleigh & Essendon Grammar School,Independent,Pri/Sec,3033,144.87034,-37.73215
St John's School,Catholic,Primary,3011,144.88522,-37.79582
St Joseph's School,Catholic,Primary,3644,145.65375,-35.91707
Shelford Girls' Grammar,Independent,Pri/Sec,3161,145.01132,-37.87791
Mary Immaculate School,Catholic,Primary,3079,145.03876,-37.77194
St Joseph's School,Catholic,Primary,3608,145.15405,-36.78161
Our Lady of Lourdes School,Catholic,Primary,3181,145.00946,-37.85246
St Joseph's School,Catholic,Primary,3888,148.45563,-37.70917
Mentone Grammar School,Independent,Pri/Sec,3194,145.06812,-37.98769
Ivanhoe Girls' Grammar School,Independent,Pri/Sec,3079,145.04672,-37.76527
St Mary's School,Catholic,Primary,3737,146.72693,-36.55357
Carey Baptist Grammar School,Independent,Pri/Sec,3101,145.04782,-37.81478
Kilvington Grammar School,Independent,Pri/Sec,3204,145.04122,-37.89952
Haileybury College,Independent,Pri/Sec,3173,145.14643,-37.99598
St Therese's School,Catholic,Primary,3040,144.91031,-37.75111
Sacred Heart School,Catholic,Primary,3717,145.42461,-37.21455
Our Lady of Good Counsel School,Catholic,Primary,3103,145.06279,-37.81108
Strathcona Baptist Girls' Grammar,Independent,Pri/Sec,3126,145.08037,-37.82918
Mentone Girls' Grammar School,Independent,Pri/Sec,3194,145.06346,-37.98938
St Joseph's School,Catholic,Primary,3196,145.11859,-38.05544
Gippsland Grammar,Independent,Pri/Sec,3850,147.06463,-38.09365
St Finbar's School,Catholic,Primary,3187,145.01746,-37.91628
Loreto Mandeville Hall,Catholic,Pri/Sec,3142,145.01489,-37.84819
St Dominic's School,Catholic,Primary,3124,145.08384,-37.83892
St Mary's School,Catholic,Primary,3188,145.0009,-37.93305
Holy Rosary School,Catholic,Primary,3523,144.70111,-36.91768
St Mary's School,Catholic,Primary,3568,144.21854,-35.80823
Camberwell Grammar School,Independent,Pri/Sec,3126,145.06641,-37.81609
St Joseph's School,Catholic,Primary,3919,145.20281,-38.36147
Brighton Grammar School,Independent,Pri/Sec,3186,144.99352,-37.91111
St Fidelis' School,Catholic,Primary,3058,144.95156,-37.74984
Huntingtower School,Independent,Pri/Sec,3149,145.13629,-37.87674
St Francis Xavier's School,Catholic,Primary,3128,145.13149,-37.81849
St Mary's School,Catholic,Primary,3018,144.82838,-37.86666
Our Lady Help of Christians School,Catholic,Primary,3095,145.14791,-37.71612
Our Lady of the Sacred Heart School,Catholic,Primary,3505,142.05309,-34.16686
St Francis Xavier School,Catholic,Primary,3199,145.1262,-38.1488
Our Lady of Sion College,Catholic,Secondary,3128,145.12992,-37.81835
St Gabriel's School,Catholic,Primary,3073,145.00512,-37.71802
St Paul's School,Catholic,Primary,3204,145.04147,-37.92283
St Joseph's School,Catholic,Primary,3193,145.02316,-37.97592
Salesian College Sunbury,Catholic,Secondary,3429,144.73903,-37.57264
St Patrick's School,Catholic,Primary,3862,147.07768,-37.96726
Kingswood College,Independent,Pri/Sec,3128,145.11863,-37.83278
St Joseph's School,Catholic,Primary,3824,146.15219,-38.20721
St Patrick's School,Catholic,Primary,3163,145.06527,-37.90178
St Roch's School,Catholic,Primary,3146,145.05231,-37.85736
St Margarets Berwick Grammar,Independent,Pri/Sec,3806,145.34654,-38.03535
Camberwell Girls Grammar School,Independent,Pri/Sec,3126,145.0597,-37.81821
St Anne's School,Catholic,Primary,3102,145.04981,-37.79538
Our Lady of Perpetual Help School,Catholic,Primary,3134,145.23218,-37.81642
St Francis Xavier Primary School,Catholic,Primary,3094,145.12656,-37.71601
St Joseph's School,Catholic,Primary,3943,144.7418,-38.34047
St Cecilia's School,Catholic,Primary,3146,145.0646,-37.85009
St Joseph's School,Catholic,Primary,3185,145.00529,-37.88251
St Joseph's School,Catholic,Primary,3496,142.18796,-34.30235
"Preshil, The Margaret Lyttle Memorial School",Independent,Pri/Sec,3101,145.05221,-37.81593
St Peter's School,Catholic,Primary,3076,145.02755,-37.65054
Santa Maria College,Catholic,Secondary,3070,145.00248,-37.77036
Sacred Heart School,Catholic,Primary,3166,145.08692,-37.90184
St Mark's School,Catholic,Primary,3060,144.96362,-37.71628
St John the Baptist School,Catholic,Primary,3156,145.29517,-37.88738
St John's School,Catholic,Primary,3132,145.1904,-37.81744
St Mary's School,Catholic,Primary,3629,145.35422,-36.39605
St Raphael's School,Catholic,Primary,3072,144.99262,-37.7341
St Kevin's College,Catholic,Pri/Sec,3142,145.0247,-37.8354
St John the Baptist's School,Catholic,Primary,3981,145.48527,-38.19746
St Vincent de Paul's School,Catholic,Primary,3041,144.92413,-37.74214
St Joseph's College Geelong,Catholic,Secondary,3220,144.33186,-38.1502
St Joseph's School,Catholic,Primary,3171,145.15034,-37.95323
St Bede's College,Catholic,Secondary,3194,145.06821,-37.99116
Holy Name School,Catholic,Primary,3073,145.01857,-37.73026
Siena College Ltd,Catholic,Secondary,3124,145.08258,-37.83366
St Bernard's School,Catholic,Primary,3058,144.97271,-37.74742
St Oliver Plunkett's School,Catholic,Primary,3044,144.94186,-37.73089
Corpus Christi School,Catholic,Primary,3012,144.87292,-37.80853
St Robert's School,Catholic,Primary,3220,144.34301,-38.15641
St Bernard's College,Catholic,Secondary,3040,144.8832,-37.74939
Whitefriars College Inc,Catholic,Secondary,3111,145.19954,-37.7918
St Michael's School,Catholic,Primary,3147,145.08248,-37.86413
St Mary's School,Catholic,Primary,3352,143.9887,-37.5004
Our Lady of the Sacred Heart College,Catholic,Secondary,3204,145.03994,-37.92572
St Bede's School,Catholic,Primary,3104,145.0709,-37.79352
Salesian College Chadstone,Catholic,Secondary,3148,145.10026,-37.88273
St Patrick's School,Catholic,Primary,3418,141.64304,-36.33541
St Margaret's School,Catholic,Primary,3219,144.37393,-38.16462
Mount Scopus Memorial College,Independent,Pri/Sec,3125,145.11777,-37.84722
St Kieran's School,Catholic,Primary,3825,146.25356,-38.17937
Marcellin College,Catholic,Secondary,3105,145.08268,-37.77478
Marist-Sion College,Catholic,Secondary,3820,145.91527,-38.15903
Henderson College,Independent,Pri/Sec,3498,142.15926,-34.22261
St Theresa's School,Catholic,Primary,3020,144.8202,-37.78219
St Bernadette's School,Catholic,Primary,3079,145.03412,-37.76306
St Colman's School,Catholic,Primary,3272,142.80202,-38.07994
St Agnes' School,Catholic,Primary,3190,145.03183,-37.9461
Our Lady of the Assumption School,Catholic,Primary,3192,145.05971,-37.9655
Nunawading Christian College-Primary,Independent,Primary,3131,145.17005,-37.82192
Sacred Heart School,Catholic,Primary,3136,145.27279,-37.79749
St Malachy's School,Catholic,Primary,3318,141.30005,-37.03403
Heritage College,Independent,Pri/Sec,3805,145.31652,-38.05022
St Mary's School,Catholic,Primary,3714,145.71338,-37.19127
Resurrection House,Catholic,Primary,3040,144.9052,-37.75665
Adass Israel School,Independent,Pri/Sec,3185,145.0082,-37.8839
Holy Spirit School,Catholic,Primary,3071,145.01619,-37.76085
Sacred Heart School,Catholic,Primary,3021,144.80005,-37.73769
St Thomas The Apostle School,Catholic,Primary,3130,145.15743,-37.82325
St Mary's School,Catholic,Primary,3612,145.0112,-36.5878
St Michael's School,Catholic,Primary,3858,146.78427,-37.98075
St Thomas Aquinas School,Catholic,Primary,3214,144.35882,-38.09017
St Pius X School,Catholic,Primary,3081,145.04629,-37.74692
St Margaret Mary's School,Catholic,Primary,3015,144.87773,-37.82908
Monivae College,Catholic,Secondary,3300,142.04945,-37.74204
St Mary Magdalens School,Catholic,Primary,3148,145.1012,-37.87978
St Anthony's School,Catholic,Primary,3174,145.17243,-37.97171
St Peter's School,Catholic,Primary,3168,145.12186,-37.92314
St Joseph's School,Catholic,Primary,3396,142.36219,-35.72393
Yeshivah College,Independent,Pri/Sec,3183,145.00034,-37.86812
St John Bosco's School,Catholic,Primary,3042,144.88903,-37.74366
Holy Family School,Catholic,Primary,3215,144.33833,-38.1111
Holy Spirit Parish School,Catholic,Primary,3218,144.32996,-38.13581
St Mary's School,Catholic,Primary,3088,145.09263,-37.70285
Mother of God School,Catholic,Primary,3022,144.80081,-37.77941
St Peter Chanel School,Catholic,Primary,3023,144.76927,-37.76853
Christ the King Primary School,Catholic,Primary,3019,144.86196,-37.78761
Corpus Christi School,Catholic,Primary,3046,144.9228,-37.70389
Killester College,Catholic,Secondary,3171,145.15202,-37.95907
St Paul's School,Catholic,Primary,3020,144.80752,-37.78753
St Patrick's School,Catholic,Primary,3575,144.11184,-36.05485
Clonard College,Catholic,Secondary,3218,144.33048,-38.13008
Stella Maris School,Catholic,Primary,3193,145.04104,-37.98199
St Therese's School,Catholic,Primary,3550,144.29824,-36.7669
St Bernadette's School,Catholic,Primary,3020,144.83528,-37.77116
St James' School,Catholic,Primary,3356,143.84018,-37.60347
Rossbourne School,Independent,Special,3122,145.02655,-37.82304
Sacred Heart School,Catholic,Primary,3500,142.15224,-34.18733
Beth Rivkah Ladies College,Independent,Pri/Sec,3183,145.00084,-37.86928
St Margaret's Primary School,Catholic,Primary,3032,144.89104,-37.7669
Immaculate Heart of Mary School,Catholic,Primary,3825,146.29159,-38.18474
Holy Family School,Catholic,Primary,3149,145.12963,-37.87426
St Gerard's School,Catholic,Primary,3175,145.20582,-37.97133
St Mel's School,Catholic,Primary,3630,145.41068,-36.39247
Our Lady of Perpetual Succour School,Catholic,Primary,3127,145.11139,-37.83006
St Catherine's School,Catholic,Primary,3189,145.05217,-37.93822
Sacred Heart Girls' College,Catholic,Secondary,3166,145.08608,-37.90216
St Vincent de Paul's School,Catholic,Primary,3840,146.41548,-38.23061
St Peter's Lutheran School,Independent,Primary,3414,142.03758,-36.45706
St Mary's School,Catholic,Primary,3533,142.85067,-35.50183
St Joseph's School,Catholic,Primary,3797,145.61681,-37.79217
St Stephen's School,Catholic,Primary,3073,145.0192,-37.71157
St Brendan's School,Catholic,Primary,3909,148.01234,-37.87102
St Martin of Tours School,Catholic,Primary,3084,145.07698,-37.73518
St Michael's School,Catholic,Primary,3700,147.17342,-36.21623
Christ Our Holy Redeemer School,Catholic,Primary,3166,145.10575,-37.89616
Our Lady of the Nativity School,Catholic,Primary,3040,144.89658,-37.75635
St John's Regional College,Catholic,Secondary,3175,145.22626,-37.99023
Nagle College,Catholic,Secondary,3875,147.58766,-37.8371
St Mary's School,Catholic,Pri/Sec,3549,142.77851,-34.58471
Our Lady's School,Catholic,Primary,3677,146.32114,-36.37219
Emmaus College,Catholic,Secondary,3133,145.17411,-37.84779
St Dominic's School,Catholic,Primary,3047,144.9237,-37.68506
St Patrick's School,Catholic,Primary,3621,144.95359,-36.25266
St Bridget's School,Catholic,Primary,3104,145.10325,-37.79592
St Leonard's School,Catholic,Primary,3150,145.16389,-37.8868
St Scholastica's School,Catholic,Primary,3125,145.12591,-37.85165
St Christopher's School,Catholic,Primary,3150,145.1502,-37.8711
St John Vianney's School,Catholic,Primary,3195,145.09249,-37.99047
Ss Peter & Paul's School,Catholic,Primary,3109,145.1534,-37.79055
St Mary of the Angels College,Catholic,Secondary,3638,145.20875,-36.05766
Holy Family School,Catholic,Primary,3177,145.23863,-37.9905
Aquinas College,Catholic,Secondary,3134,145.23494,-37.82306
Leibler Yavneh College,Independent,Pri/Sec,3185,145.00663,-37.89287
Peninsula Grammar,Independent,Pri/Sec,3930,145.09069,-38.19817
St Matthew's School,Catholic,Primary,3060,144.96795,-37.69816
St John Vianney's School,Catholic,Primary,3170,145.15956,-37.93272
St Luke's School,Catholic,Primary,3075,145.01883,-37.67237
St Francis de Sales School,Catholic,Primary,3046,144.92108,-37.71885
St John's Lutheran School Geelong,Independent,Primary,3220,144.34747,-38.14733
St Thomas More's School,Catholic,Primary,3160,145.35268,-37.90841
St Pius X School,Catholic,Primary,3280,142.46583,-38.36492
St Christopher's School,Catholic,Primary,3042,144.88025,-37.72501
Sacred Heart School,Catholic,Primary,3250,143.57855,-38.35316
Sacred Heart School,Catholic,Primary,3089,145.15878,-37.67215
St Michael's School,Catholic,Primary,3806,145.35357,-38.03382
Ave Maria College,Catholic,Secondary,3040,144.89796,-37.75662
Bialik College,Independent,Pri/Sec,3122,145.04337,-37.84227
Our Lady of the Way School,Catholic,Primary,3083,145.03552,-37.71526
St Luke the Evangelist School,Catholic,Primary,3130,145.14671,-37.83555
St Bernard's School,Catholic,Primary,3677,146.3056,-36.34656
Our Lady Help of Christians School,Catholic,Primary,3390,142.47365,-36.62268
Luther College,Independent,Secondary,3136,145.27291,-37.78296
Marian College,Catholic,Secondary,3020,144.80613,-37.78773
Mount St Joseph Girls' College,Catholic,Secondary,3018,144.81167,-37.8639
Our Lady Help of Christians School,Catholic,Primary,3355,143.82561,-37.52544
St Clement of Rome School,Catholic,Primary,3105,145.09033,-37.7673
St Joseph's Primary School,Catholic,Primary,3155,145.27481,-37.86271
Sacred Heart School,Catholic,Primary,3707,147.89919,-36.19824
Mater Christi College,Catholic,Secondary,3160,145.35889,-37.91064
Our Lady of Lourdes School,Catholic,Primary,3153,145.26576,-37.84898
St Joseph's College,Catholic,Secondary,3156,145.29509,-37.89049
St Paul's College Balwyn,Independent,Special,3101,145.08686,-37.81235
Annunciation School,Catholic,Primary,3012,144.84796,-37.82099
St Louis de Montfort's School,Catholic,Primary,3195,145.10226,-38.01813
St Thomas More's School,Catholic,Primary,3046,144.94494,-37.70729
Avila College,Catholic,Secondary,3149,145.13326,-37.87467
St Philip's School,Catholic,Primary,3130,145.16659,-37.80764
Holy Child School,Catholic,Primary,3047,144.93198,-37.66574
Emmanuel College,Catholic,Secondary,3025,144.84239,-37.83162
St Peter Julian Eymard,Catholic,Primary,3138,145.31752,-37.78791
St Damian's School,Catholic,Primary,3083,145.05722,-37.69849
St Monica's College,Catholic,Secondary,3076,145.03141,-37.65518
Yarra Valley Grammar,Independent,Pri/Sec,3134,145.25816,-37.7837
Christ the King School,Catholic,Primary,3219,144.3931,-38.16655
Mercy College,Catholic,Secondary,3058,144.96456,-37.7304
St Timothy's School,Catholic,Primary,3133,145.18365,-37.84039
St Mary's School,Catholic,Primary,3860,146.97239,-37.9635
St Macartan's School,Catholic,Primary,3931,145.07046,-38.22321
St John's School,Catholic,Primary,3199,145.1481,-38.14582
St Mary's College for the Deaf,Catholic,Special,3152,145.24279,-37.8779
John Paul College,Catholic,Secondary,3199,145.13887,-38.13557
St Anne's School,Catholic,Primary,3198,145.14095,-38.1066
Mazenod College,Catholic,Secondary,3170,145.16614,-37.9152
St Martin de Porres School,Catholic,Primary,3034,144.86162,-37.75847
St Gregory the Great School,Catholic,Primary,3108,145.12228,-37.7806
Maranatha Christian School,Independent,Pri/Sec,3802,145.27803,-37.97092
St Kevin's School,Catholic,Primary,3107,145.12287,-37.76127
St James' School,Catholic,Primary,3133,145.20969,-37.83675
Good Shepherd School,Catholic,Primary,3150,145.16605,-37.90812
MacKillop Catholic Regional College,Catholic,Secondary,3030,144.6651,-37.9095
St Thomas' School,Catholic,Primary,3850,147.08331,-38.0994
St Leo the Great Primary School,Catholic,Primary,3025,144.85169,-37.83922
St Peter's School,Catholic,Primary,3033,144.85942,-37.74424
Our Lady Help of Christians School,Catholic,Primary,3280,142.51953,-38.38525
Marian College,Catholic,Secondary,3737,146.72536,-36.55334
St Martin de Porres School,Catholic,Primary,3028,144.77698,-37.85378
St Jude the Apostle School,Catholic,Primary,3179,145.22596,-37.88984
St Monica's School,Catholic,Primary,3690,146.87264,-36.12675
Mount Evelyn Christian School/Ranges TEC,Independent,Pri/Sec,3796,145.3671,-37.79883
Melbourne Rudolf Steiner School,Independent,Pri/Sec,3134,145.24881,-37.77722
St Peter's School,Catholic,Primary,3550,144.27274,-36.74417
St Mark's School,Catholic,Primary,3172,145.12957,-37.98666
The Currajong School,Independent,Special,3145,145.05995,-37.87595
Nunawading Christian College-Secondary,Independent,Secondary,3131,145.16902,-37.82255
Eltham College,Independent,Pri/Sec,3095,145.19223,-37.70044
Holy Eucharist School,Catholic,Primary,3021,144.81141,-37.75644
St Paul's Primary School,Catholic,Primary,3500,142.15603,-34.2046
Learning Co-Operative School,Independent,Primary,3099,145.21333,-37.62939
St Peter Apostle School,Catholic,Primary,3029,144.69031,-37.87464
Donvale Christian College,Independent,Pri/Sec,3111,145.19345,-37.77403
Berengarra School,Independent,Special,3129,145.13214,-37.80388
Sholem Aleichem College,Independent,Primary,3185,145.0012,-37.88229
St John XXIII Primary School,Catholic,Primary,3074,145.0392,-37.67842
Braemar College,Independent,Pri/Sec,3442,144.57598,-37.36383
School of the Good Shepherd,Catholic,Primary,3043,144.88946,-37.69303
St Agatha's School,Catholic,Primary,3977,145.27885,-38.11164
Resurrection School,Catholic,Primary,3173,145.16293,-37.98994
St Dominic's School,Catholic,Primary,3337,144.58464,-37.68092
St Francis Xavier School,Catholic,Primary,3214,144.35813,-38.07203
Gilson College,Independent,Pri/Sec,3037,144.76315,-37.7246
Cheshire School,Independent,Special,3150,145.15809,-37.90284
Galen Catholic College,Catholic,Secondary,3677,146.31054,-36.33875
Holy Spirit School,Catholic,Primary,3134,145.23692,-37.79323
Lumen Christi School,Catholic,Primary,3842,146.41571,-38.3164
Holy Saviour Parish School,Catholic,Primary,3133,145.17504,-37.86234
St Clare's School,Catholic,Primary,3074,144.99772,-37.67775
Nhill Lutheran School,Independent,Primary,3418,141.66215,-36.32773
St Anne's School,Catholic,Primary,3429,144.71746,-37.56839
Our Lady of the Pines School,Catholic,Primary,3111,145.17721,-37.77444
St Jude's School,Catholic,Primary,3910,145.19111,-38.15528
St Paul's Kealba Catholic School,Catholic,Primary,3021,144.81963,-37.73374
St Elizabeth's School,Catholic,Primary,3175,145.19888,-37.94632
St Joseph the Worker School,Catholic,Primary,3073,144.99292,-37.70222
Resurrection School,Catholic,Primary,3021,144.77539,-37.7363
Catholic Regional College St Albans,Catholic,Secondary,3021,144.79909,-37.73889
St Francis Xavier College,Catholic,Secondary,3807,145.37311,-38.052
Holy Trinity Lutheran College,Independent,Pri/Sec,3400,142.21775,-36.70818
North-Eastern Montessori School,Independent,Primary,3088,145.13709,-37.68407
Waverley Christian College,Independent,Pri/Sec,3152,145.2153,-37.88014
The King David School,Independent,Pri/Sec,3143,145.0105,-37.85823
Westbourne Grammar School,Independent,Pri/Sec,3029,144.7249,-37.85084
Nazareth School,Catholic,Primary,3216,144.33011,-38.20252
St Augustine's Primary School,Catholic,Primary,3036,144.82052,-37.71063
St Anthony's School,Catholic,Primary,3338,144.5729,-37.70966
St Thomas the Apostle School,Catholic,Primary,3088,145.11911,-37.68219
St Luke's School,Catholic,Primary,3152,145.23507,-37.85338
St Peter's School,Catholic,Primary,3020,144.81962,-37.80028
Northside Christian College,Independent,Pri/Sec,3083,145.05467,-37.69501
St John's College Preston,Independent,Pri/Sec,3072,144.99953,-37.74593
Good Shepherd Lutheran Primary School,Independent,Primary,3136,145.26862,-37.78268
Oxley Christian College,Independent,Pri/Sec,3116,145.30513,-37.76357
Olivet Christian College,Independent,Pri/Sec,3451,144.20542,-37.08849
Covenant College,Independent,Pri/Sec,3215,144.318,-38.09719
Mountain District Christian School,Independent,Pri/Sec,3793,145.45271,-37.85665
Catholic College Wodonga,Catholic,Secondary,3690,146.86239,-36.12962
Caroline Chisholm Catholic College,Catholic,Secondary,3019,144.8501,-37.78586
St Thomas More School,Catholic,Primary,3350,143.79995,-37.55349
St Mary's School,Catholic,Primary,3796,145.39586,-37.79052
St Anne's School,Catholic,Primary,3114,145.21859,-37.7733
St Gabriel's School,Catholic,Primary,3844,146.51105,-38.18765
Our Lady's School,Catholic,Primary,3064,144.93137,-37.5986
St Augustine's School,Catholic,Primary,3199,145.14587,-38.17205
St Francis of Assisi School,Catholic,Primary,3082,145.05891,-37.66499
Loyola College,Catholic,Secondary,3087,145.08073,-37.7034
Catholic Regional College Melton,Catholic,Secondary,3337,144.55041,-37.67725
Newhaven College,Independent,Pri/Sec,3923,145.27232,-38.48834
St John's Lutheran School,Independent,Primary,3305,141.58984,-38.35679
Christian College Geelong,Independent,Pri/Sec,3216,144.31307,-38.18524
Billanook College,Independent,Pri/Sec,3138,145.33887,-37.78785
Fitzroy Community School,Independent,Primary,3068,144.97981,-37.78917
St Paul Apostle South School,Catholic,Primary,3802,145.25793,-37.98052
St Andrew's School,Catholic,Primary,3169,145.10719,-37.93489
St Thomas More's School,Catholic,Primary,3930,145.10114,-38.19773
St Francis' School,Catholic,Primary,3638,145.20774,-36.0586
Creek Street Christian College,Independent,Pri/Sec,3550,144.27158,-36.76553
Good Shepherd College,Independent,Pri/Sec,3300,142.04149,-37.77083
Plenty Valley Christian College,Independent,Pri/Sec,3754,145.13879,-37.61346
St James the Apostle School,Catholic,Primary,3029,144.68749,-37.85729
St Simon's School,Catholic,Primary,3178,145.24533,-37.92568
Queen of Peace Primary School,Catholic,Primary,3028,144.7917,-37.87515
Don Bosco School,Catholic,Primary,3805,145.31501,-38.02597
Our Lady Star of the Sea School,Catholic,Primary,3226,144.54016,-38.26078
Catholic Regional College Institute of Training,Catholic,Secondary,3037,144.77101,-37.69914
Catholic Regional College North Keilor,Catholic,Secondary,3036,144.80506,-37.69994
Village School,Independent,Primary,3136,145.29449,-37.76375
Bayside Christian College,Independent,Pri/Sec,3911,145.16302,-38.17863
Andale School,Independent,Special,3101,145.03604,-37.80551
Trinity Lutheran College,Independent,Pri/Sec,3500,142.12879,-34.2016
Goulburn Valley Grammar School,Independent,Pri/Sec,3630,145.41558,-36.32748
The Knox School,Independent,Pri/Sec,3152,145.2192,-37.86547
Heathdale Christian College,Independent,Pri/Sec,3030,144.68133,-37.88132
Hillcrest Christian College,Independent,Pri/Sec,3978,145.3638,-38.08468
St Paul's Anglican Grammar School,Independent,Pri/Sec,3820,145.93042,-38.14781
Sunshine Christian School,Independent,Primary,3020,144.83586,-37.7684
Frank Dando Sports Academy,Independent,Special,3147,145.10889,-37.8668
Beaconhills College,Independent,Pri/Sec,3810,145.46732,-38.0619
Ghilgai School,Independent,Primary,3137,145.31893,-37.82914
St Bernadette's Catholic Primary School,Catholic,Primary,3154,145.31084,-37.8539
St Catherine's School,Catholic,Primary,3075,145.00324,-37.6656
St Anthony's School,Catholic,Primary,3212,144.39058,-38.01519
St Mary's School,Catholic,Primary,3757,145.11454,-37.50906
St Charles Borromeo School,Catholic,Primary,3106,145.15431,-37.76748
River City Christian College,Independent,Pri/Sec,3564,144.73176,-36.14482
Belgrave Heights Christian School,Independent,Pri/Sec,3160,145.34623,-37.9189
Oakleigh Grammar,Independent,Pri/Sec,3166,145.08282,-37.89591
Worawa Aboriginal College,Independent,Special,3777,145.50922,-37.68452
Kerang Christian College,Independent,Pri/Sec,3579,143.91342,-35.73042
St Andrews Christian College,Independent,Pri/Sec,3152,145.24464,-37.87387
Chairo Christian School,Independent,Pri/Sec,3818,145.87712,-38.14284
Australian International Academy of Education,Independent,Pri/Sec,3058,144.96612,-37.73633
Flinders Christian Community College,Independent,Pri/Sec,3913,145.16798,-38.26212
St Mary MacKillop Primary School,Catholic,Primary,3038,144.80435,-37.71462
St Catherine of Siena School,Catholic,Primary,3337,144.5502,-37.67878
St Paul's School,Catholic,Primary,3793,145.41206,-37.868
Our Lady of Fatima School,Catholic,Primary,3939,144.89754,-38.37133
St Justin's School,Catholic,Primary,3150,145.19051,-37.91781
Grace Christian College Wodonga,Independent,Pri/Sec,3691,146.88735,-36.15717
St Richard's Primary School,Catholic,Primary,3137,145.32174,-37.80656
Holy Trinity School,Catholic,Primary,3152,145.24291,-37.87747
Melton Christian College,Independent,Pri/Sec,3338,144.56028,-37.70028
Mansfield Rudolf Steiner School,Independent,Pri/Sec,3722,146.08574,-37.0614
St Paul Apostle North School,Catholic,Primary,3802,145.26266,-37.96753
Corpus Christi School,Catholic,Primary,3030,144.66344,-37.90995
Nazareth College,Catholic,Secondary,3174,145.19546,-37.94023
St Therese School,Catholic,Primary,3228,144.31185,-38.32112
Japanese School of Melbourne,Independent,Pri/Sec,3162,145.0194,-37.89244
Mary MacKillop Catholic Regional College,Catholic,Secondary,3953,145.96354,-38.46673
King's College,Independent,Pri/Sec,3280,142.50617,-38.36211
Sophia Mundi Steiner School,Independent,Pri/Sec,3067,145.00522,-37.80366
Al-Taqwa College,Independent,Pri/Sec,3029,144.72202,-37.85265
Overnewton Anglican Community College,Independent,Pri/Sec,3036,144.82318,-37.70656
St Joachim's School,Catholic,Primary,3201,145.17847,-38.10335
Holy Trinity Primary School,Catholic,Primary,3095,145.13546,-37.69844
St Carlo Borromeo School,Catholic,Primary,3059,144.88864,-37.65364
Little Yarra Steiner School,Independent,Pri/Sec,3797,145.63116,-37.79444
St Mary MacKillop College,Catholic,Secondary,3585,143.5568,-35.34192
St Kevin's School,Catholic,Primary,3976,145.2674,-38.03932
Bacchus Marsh Grammar,Independent,Pri/Sec,3340,144.43159,-37.69027
St Peter's College,Catholic,Secondary,3978,145.25687,-38.10841
Lighthouse Christian College,Independent,Pri/Sec,3173,145.1435,-38.0012
Alphington Grammar School,Independent,Pri/Sec,3078,145.03617,-37.78043
St Therese's School,Catholic,Primary,3977,145.26724,-38.07727
St Ita's School,Catholic,Primary,3818,145.862,-38.13244
Mooroolbark Grammar,Independent,Primary,3138,145.32507,-37.76461
Lumen Christi School,Catholic,Primary,3356,143.81724,-37.58019
Castlemaine Steiner School & Kindergarten,Independent,Pri/Sec,3451,144.15669,-37.08188
Colmont School,Independent,Pri/Sec,3764,144.9532,-37.30103
St Mary's Coptic Orthodox College,Independent,Pri/Sec,3048,144.93121,-37.65583
Mansfield Autism Statewide Services,Independent,Special,3722,146.08586,-37.0608
Minaret College,Independent,Pri/Sec,3171,145.14863,-37.93904
Victory Lutheran College,Independent,Pri/Sec,3690,146.84528,-36.11673
Son Centre Christian College,Independent,Primary,3585,143.5465,-35.37756
Girton Grammar School,Independent,Pri/Sec,3550,144.27088,-36.76197
St Francis of the Fields School,Catholic,Primary,3551,144.36129,-36.80447
Galilee Regional Catholic Primary School,Catholic,Primary,3205,144.95481,-37.83616
Casey Grammar School,Independent,Pri/Sec,3977,145.2929,-38.1103
St Brendan's School,Catholic,Primary,3912,145.1684,-38.23365
Mary MacKillop School,Catholic,Primary,3804,145.31128,-37.99584
Bethany Catholic Primary School,Catholic,Primary,3030,144.65866,-37.87559
Victory Christian College,Independent,Pri/Sec,3550,144.31346,-36.78263
Ilim College,Independent,Pri/Sec,3047,144.93007,-37.66862
Penola Catholic College,Catholic,Secondary,3047,144.91826,-37.68786
Good Samaritan Catholic Primary School,Catholic,Primary,3064,144.93432,-37.62344
Erasmus Primary School,Independent,Primary,3122,145.03133,-37.82708
Kardinia International College,Independent,Pri/Sec,3215,144.328,-38.10988
Holy Cross Primary School,Catholic,Primary,3438,144.59778,-37.45589
St Catherine's Primary School,Catholic,Primary,3806,145.33695,-38.06977
Good News Lutheran College,Independent,Pri/Sec,3029,144.6666,-37.85525
Sirius College,Independent,Pri/Sec,3047,144.93564,-37.68472
Emmaus Catholic Primary School,Catholic,Primary,3037,144.77224,-37.7003
Red Rock Christian College,Independent,Pri/Sec,3429,144.70602,-37.5191
Maharishi School of the Age of Enlightenment,Independent,Primary,3073,145.01947,-37.70438
Thomas Carr College,Catholic,Secondary,3029,144.70206,-37.84768
St Thomas Primary School,Catholic,Primary,3222,144.55617,-38.18801
Shepparton Christian College Ltd,Independent,Pri/Sec,3630,145.41598,-36.35387
Darul Ulum College of Victoria,Independent,Pri/Sec,3060,144.97169,-37.70518
St Thomas Aquinas College,Independent,Pri/Sec,3813,145.62369,-38.08322
