School_Name,Education_Sector,School_Type,Postcode,Longitude,Latitude
Strathmerton Primary School,Government,Primary,3641,145.47884,-35.92402
Laharum Primary School,Government,Primary,3401,142.32331,-36.94535
Walwa Primary School,Government,Primary,3709,147.73215,-35.96423
Middle Park Primary School,Government,Primary,3206,144.95751,-37.8478
Seville Primary School,Government,Primary,3139,145.46441,-37.77389
Yarraville West Primary School,Government,Primary,3013,144.88539,-37.81475
Moreland Primary School,Government,Primary,3058,144.96648,-37.75505
Tanjil South Primary School,Government,Primary,3825,146.2524,-38.11887
Pomonal Primary School,Government,Primary,3381,142.60873,-37.19344
Elsternwick Primary School,Government,Primary,3186,144.99729,-37.89142
Glengarry Primary School,Government,Primary,3854,146.57134,-38.12758
Carnegie Primary School,Government,Primary,3163,145.0545,-37.89074
Lang Lang Primary School,Government,Primary,3984,145.5694,-38.26317
Croydon Primary School,Government,Primary,3136,145.28132,-37.79317
Moonee Ponds West Primary School,Government,Primary,3039,144.90933,-37.76895
Mitcham Primary School,Government,Primary,3132,145.19272,-37.80899
Loch Primary School,Government,Primary,3945,145.70295,-38.36862
Mildura Primary School,Government,Primary,3500,142.16049,-34.19429
Blackburn Primary School,Government,Primary,3130,145.1567,-37.81657
Newmerella Primary School,Government,Primary,3886,148.434,-37.73547
Port Melbourne Primary School,Government,Primary,3207,144.93381,-37.83532
Auburn Primary School,Government,Primary,3123,145.05048,-37.82028
Mentone Primary School,Government,Primary,3194,145.06797,-37.98295
Princes Hill Primary School,Government,Primary,3054,144.9681,-37.7804
Gruyere Primary School,Government,Primary,3770,145.45039,-37.73409
Research Primary School,Government,Primary,3095,145.18357,-37.70292
Pearcedale Primary School,Government,Primary,3912,145.23198,-38.20301
Lindenow South Primary School,Government,Primary,3875,147.4339,-37.82694
Thorpdale Primary School,Government,Primary,3835,146.17879,-38.28846
St Albans Primary School,Government,Primary,3021,144.79577,-37.73875
Leongatha Primary School,Government,Primary,3953,145.95898,-38.47893
Jeparit Primary School,Government,Primary,3423,141.98405,-36.14134
Toorak Primary School,Government,Primary,3142,145.00991,-37.84508
Baxter Primary School,Government,Primary,3911,145.18155,-38.19966
Fish Creek and District Primary School,Government,Primary,3959,146.08442,-38.69475
Beaconsfield Primary School,Government,Primary,3807,145.37164,-38.04863
Metung Primary School,Government,Primary,3904,147.85246,-37.88296
Newhaven Primary School,Government,Primary,3925,145.35686,-38.51315
Halls Gap Primary School,Government,Primary,3381,142.51743,-37.13748
Tallygaroopna Primary School,Government,Primary,3634,145.43632,-36.23861
Ormond Primary School,Government,Primary,3204,145.03367,-37.907
Korumburra Primary School,Government,Primary,3950,145.82564,-38.43513
Crib Point Primary School,Government,Primary,3919,145.20054,-38.36048
Pascoe Vale Primary School,Government,Primary,3044,144.93726,-37.73122
Flowerdale Primary School,Government,Primary,3717,145.29136,-37.31692
Ocean Grove Primary School,Government,Primary,3226,144.52185,-38.26399
Beulah Primary School,Government,Primary,3395,142.41826,-35.94494
Merri Creek Primary School,Government,Primary,3068,144.98739,-37.77697
Sunshine Primary School,Government,Primary,3020,144.8311,-37.79088
Tyabb Primary School,Government,Primary,3913,145.16664,-38.26071
Wales Street Primary School,Government,Primary,3071,145.00883,-37.76151
Upper Sandy Creek Primary School,Government,Primary,3695,147.1129,-36.35518
Spensley Street Primary School,Government,Primary,3068,145.00388,-37.78679
Kew East Primary School,Government,Primary,3102,145.04915,-37.79647
Nichols Point Primary School,Government,Primary,3501,142.20464,-34.2088
Irymple Primary School,Government,Primary,3498,142.15908,-34.2266
Brunswick East Primary School,Government,Primary,3057,144.98,-37.76527
Eagle Point Primary School,Government,Primary,3878,147.68022,-37.89245
Yarra Junction Primary School,Government,Primary,3797,145.60608,-37.77903
Sassafras Primary School,Government,Primary,3787,145.35455,-37.86162
Ferny Creek Primary School,Government,Primary,3786,145.33473,-37.88421
Toolangi Primary School,Government,Primary,3777,145.4725,-37.53537
Wonga Park Primary School,Government,Primary,3115,145.274,-37.73064
Kinglake West Primary School,Government,Primary,3757,145.2596,-37.4813
Perseverance Primary School,Government,Primary,3921,145.33341,-38.38338
Monbulk Primary School,Government,Primary,3793,145.41026,-37.87685
Lake Boga Primary School,Government,Primary,3584,143.63207,-35.46451
Chum Creek Primary School,Government,Primary,3777,145.48925,-37.60596
Mount Dandenong Primary School,Government,Primary,3767,145.36217,-37.83074
Nullawil Primary School,Government,Primary,3529,143.17912,-35.85273
Badger Creek Primary School,Government,Primary,3777,145.53324,-37.68134
Middle Kinglake Primary School,Government,Primary,3757,145.31568,-37.50521
Point Lonsdale Primary School,Government,Primary,3225,144.62113,-38.27443
Kongwak Primary School,Government,Primary,3951,145.71286,-38.51511
Clarinda Primary School,Government,Primary,3169,145.10292,-37.927
Chelsea Heights Primary School,Government,Primary,3196,145.13806,-38.04502
Wallington Primary School,Government,Primary,3222,144.50685,-38.21788
Tecoma Primary School,Government,Primary,3160,145.34492,-37.90696
Torquay P-6 College,Government,Primary,3228,144.31231,-38.32177
Emerald Primary School,Government,Primary,3782,145.44243,-37.93338
Carrum Primary School,Government,Primary,3197,145.1267,-38.07812
Nyora Primary School,Government,Primary,3987,145.67489,-38.33624
Exford Primary School,Government,Primary,3338,144.55879,-37.74529
Ultima Primary School,Government,Primary,3544,143.26617,-35.47623
Mount Waverley Primary School,Government,Primary,3149,145.12411,-37.88127
Marlo Primary School,Government,Primary,3888,148.53504,-37.79627
Murrumbeena Primary School,Government,Primary,3163,145.07041,-37.88617
Wesburn Primary School,Government,Primary,3799,145.64707,-37.76869
Koorlong Primary School,Government,Primary,3501,142.08485,-34.27806
Warranwood Primary School,Government,Primary,3134,145.24698,-37.77435
Willowmavin Primary School,Government,Primary,3764,144.88823,-37.25942
Olinda Primary School,Government,Primary,3788,145.36619,-37.8547
Carlisle River Primary School,Government,Primary,3239,143.39503,-38.56393
Spring Gully Primary School,Government,Primary,3550,144.28446,-36.79318
Mallacoota P-12 College,Government,Pri/Sec,3892,149.7543,-37.55943
Langwarrin Primary School,Government,Primary,3910,145.18985,-38.16039
Cockatoo Primary School,Government,Primary,3781,145.49638,-37.93937
Tyabb Railway Station Primary School,Government,Primary,3913,145.1925,-38.26195
Belgrave South Primary School,Government,Primary,3160,145.35792,-37.9312
Yarra Me School,Government,Special,3072,145.01817,-37.73791
Sydenham - Hillside Primary School,Government,Primary,3037,144.76233,-37.70205
Canterbury Primary School,Government,Primary,3126,145.08314,-37.83096
The Lake Primary School,Government,Primary,3505,142.09314,-34.20592
Grey Street Primary School (Traralgon),Government,Primary,3844,146.53712,-38.19305
Brunswick North Primary School,Government,Primary,3055,144.95043,-37.75984
Fawkner Primary School,Government,Primary,3060,144.97476,-37.71524
Alphington Primary School,Government,Primary,3078,145.03201,-37.78352
The Austin School,Government,Special,3084,145.05829,-37.75544
Bona Vista Primary School,Government,Primary,3820,145.95991,-38.21052
Banyan Fields Primary School,Government,Primary,3201,145.18791,-38.0946
Norris Bank Primary School,Government,Primary,3083,145.04263,-37.69451
Macclesfield Primary School,Government,Primary,3782,145.47537,-37.88979
Black Rock Primary School,Government,Primary,3193,145.02165,-37.96987
Mount Evelyn Primary School,Government,Primary,3796,145.38882,-37.79093
Kilsyth Primary School,Government,Primary,3137,145.31494,-37.80211
Wonthaggi Primary School,Government,Primary,3995,145.58864,-38.60795
Spotswood Primary School,Government,Primary,3015,144.88174,-37.83045
Clyde Primary School,Government,Primary,3978,145.32639,-38.13232
Noble Park Primary School,Government,Primary,3174,145.17391,-37.97063
Deepdene Primary School,Government,Primary,3103,145.06136,-37.80837
Clifton Creek Primary School,Government,Primary,3875,147.65939,-37.70208
Kennington Primary School,Government,Primary,3550,144.3075,-36.7688
Cardinia Primary School,Government,Primary,3978,145.42333,-38.14578
Grahamvale Primary School,Government,Primary,3631,145.43072,-36.3572
Irymple South Primary School,Government,Primary,3498,142.19062,-34.25249
Glen Huntly Primary School,Government,Primary,3163,145.04623,-37.89377
Nanneella Estate Primary School,Government,Primary,3561,144.77804,-36.31297
Wantirna Primary School,Government,Primary,3152,145.21651,-37.85626
Wonthaggi North Primary School,Government,Primary,3995,145.60023,-38.59882
Melton South Primary School,Government,Primary,3338,144.57426,-37.70872
Chelsea Primary School,Government,Primary,3196,145.12231,-38.05489
Hampton Primary School,Government,Primary,3188,145.00348,-37.93339
Victorian College For The Deaf,Government,Special,3004,144.98231,-37.84977
Balliang East Primary School,Government,Primary,3340,144.41535,-37.79498
Edithvale Primary School,Government,Primary,3196,145.11297,-38.03749
Orrvale Primary School,Government,Primary,3631,145.44054,-36.41041
Penders Grove Primary School,Government,Primary,3071,145.01427,-37.75452
Underbool Primary School,Government,Primary,3509,141.81405,-35.17057
Caulfield Junior College,Government,Primary,3161,145.02156,-37.87211
Seaford Primary School,Government,Primary,3198,145.1305,-38.10444
Wattle Park Primary School,Government,Primary,3125,145.09737,-37.84264
Murrabit Group School,Government,Primary,3579,143.95075,-35.52884
Preston West Primary School,Government,Primary,3072,144.99553,-37.73737
Thornbury Primary School,Government,Primary,3071,144.99675,-37.75543
Footscray West Primary School,Government,Primary,3012,144.87527,-37.79487
Wandin North Primary School,Government,Primary,3139,145.40971,-37.76978
Gardenvale Primary School,Government,Primary,3187,145.01503,-37.90468
Beaumaris Primary School,Government,Primary,3193,145.03759,-37.98527
Currawa Primary School,Government,Primary,3647,145.70379,-36.38475
Cann River P-12 College,Government,Pri/Sec,3890,149.15302,-37.5697
Altona Primary School,Government,Primary,3018,144.82274,-37.86771
Devon Meadows Primary School,Government,Primary,3977,145.30138,-38.16203
Upper Ferntree Gully Primary School,Government,Primary,3156,145.31432,-37.8956
Eildon Primary School,Government,Primary,3713,145.90676,-37.23397
Bittern Primary School,Government,Primary,3918,145.17168,-38.33986
Colbinabbin Primary School,Government,Primary,3559,144.80166,-36.58988
Stanhope Primary School,Government,Primary,3623,144.98802,-36.4481
Hurstbridge Primary School,Government,Primary,3099,145.19812,-37.6359
Coburg West Primary School,Government,Primary,3058,144.94762,-37.74715
Elwood Primary School,Government,Primary,3184,144.98836,-37.8815
Mont Albert Primary School,Government,Primary,3127,145.10273,-37.81308
Dhurringile Primary School,Government,Primary,3610,145.23979,-36.5432
Strathewen Primary School,Government,Primary,3099,145.27009,-37.54758
Don Valley Primary School,Government,Primary,3139,145.58741,-37.7602
Reservoir Primary School,Government,Primary,3073,145.00677,-37.71142
Yallourn North Primary School,Government,Primary,3825,146.36222,-38.16321
Toorloo Arm Primary School,Government,Primary,3909,148.05097,-37.85254
Girgarre Primary School,Government,Primary,3624,144.97376,-36.39811
Gladysdale Primary School,Government,Primary,3797,145.65099,-37.82025
Mildura West Primary School,Government,Primary,3500,142.15239,-34.17973
Moonee Ponds Primary School,Government,Primary,3039,144.93299,-37.76334
Kingsville Primary School,Government,Primary,3013,144.87466,-37.8126
Kallista Primary School,Government,Primary,3791,145.37,-37.88509
Essendon North Primary School,Government,Primary,3041,144.90319,-37.74152
Ascot Vale West Primary School,Government,Primary,3032,144.91112,-37.78068
Hartwell Primary School,Government,Primary,3124,145.08447,-37.84805
Red Cliffs Primary School,Government,Primary,3496,142.18531,-34.31157
Wattle Glen Primary School,Government,Primary,3096,145.18204,-37.66884
Hampton Park Primary School,Government,Primary,3976,145.25289,-38.03041
Colac West Primary School,Government,Primary,3250,143.57975,-38.33642
Ripponlea Primary School,Government,Primary,3183,145.00505,-37.87461
Montmorency Primary School,Government,Primary,3094,145.1216,-37.71765
Moriac Primary School,Government,Primary,3240,144.17557,-38.24139
Ringwood North Primary School,Government,Primary,3134,145.23074,-37.79313
Red Cliffs East Primary School,Government,Primary,3496,142.21427,-34.30511
Lloyd Street Primary School,Government,Primary,3145,145.05611,-37.87242
Bayswater North Primary School,Government,Primary,3153,145.29562,-37.8288
Westbreen Primary School,Government,Primary,3044,144.93548,-37.71629
Point Cook Prep - Year 9 College,Government,Pri/Sec,3030,144.72449,-37.8938
Footscray North Primary School,Government,Primary,3011,144.88337,-37.78775
Airly Primary School,Government,Primary,3851,147.1139,-38.02571
Camberwell South Primary School,Government,Primary,3146,145.06261,-37.8479
Parkdale Primary School,Government,Primary,3195,145.0831,-37.99279
Hughesdale Primary School,Government,Primary,3166,145.07764,-37.90584
Westgarth Primary School,Government,Primary,3070,145.00556,-37.77647
Auburn South Primary School,Government,Primary,3123,145.04589,-37.83926
Aspendale Primary School,Government,Primary,3195,145.09976,-38.02027
Eltham North Primary School,Government,Primary,3095,145.15087,-37.70011
Merrivale Primary School,Government,Primary,3280,142.45615,-38.37802
Dandenong West Primary School,Government,Primary,3175,145.20042,-37.98074
Yarra Road Primary School,Government,Primary,3136,145.27223,-37.7664
Aberfeldie Primary School,Government,Primary,3040,144.89477,-37.75649
Manifold Heights Primary School,Government,Primary,3218,144.33292,-38.13597
Nungurner Primary School,Government,Primary,3909,147.88839,-37.86592
Dingley Primary School,Government,Primary,3172,145.1325,-37.9826
Cardross Primary School,Government,Primary,3496,142.14504,-34.28801
Albion Primary School,Government,Primary,3020,144.81975,-37.77808
Lemnos Primary School,Government,Primary,3631,145.46246,-36.35805
Tarwin Lower Primary School,Government,Primary,3956,145.86706,-38.70257
Nepean Special School,Government,Special,3198,145.14233,-38.11943
Brunswick South West Primary School,Government,Primary,3055,144.94352,-37.77058
Bell Primary School,Government,Primary,3072,144.99061,-37.7477
Chatham Primary School,Government,Primary,3127,145.0916,-37.81765
Caulfield South Primary School,Government,Primary,3162,145.0308,-37.89525
Ashburton Primary School,Government,Primary,3147,145.08362,-37.8622
Bentleigh West Primary School,Government,Primary,3204,145.02677,-37.92059
Seaspray Primary School,Government,Primary,3851,147.17062,-38.35649
Anglesea Primary School,Government,Primary,3230,144.19184,-38.39678
Briar Hill Primary School,Government,Primary,3088,145.11622,-37.70831
Zeerust Primary School,Government,Primary,3634,145.40507,-36.2772
McKinnon Primary School,Government,Primary,3204,145.0528,-37.90805
Clayton South Primary School,Government,Primary,3169,145.11644,-37.94048
Ivanhoe East Primary School,Government,Primary,3079,145.05945,-37.77459
Cobains Primary School,Government,Primary,3851,147.13228,-38.07479
Mildura South Primary School,Government,Primary,3501,142.12679,-34.21348
Tate Street Primary School Geelong,Government,Primary,3219,144.3792,-38.16605
Brunswick North West Primary School,Government,Primary,3055,144.94359,-37.75671
Katandra West Primary School,Government,Primary,3634,145.56071,-36.22547
Fleetwood Primary School,Government,Primary,3805,145.3181,-38.0393
Sandringham East Primary School,Government,Primary,3191,145.02222,-37.95667
Seaholme Primary School,Government,Primary,3018,144.83991,-37.86421
Somers Primary School,Government,Primary,3927,145.16461,-38.39212
Travancore School,Government,Special,3032,144.93487,-37.7819
Upwey Primary School,Government,Primary,3158,145.3328,-37.90287
Coburg North Primary School,Government,Primary,3058,144.95185,-37.73617
Rosanna Primary School,Government,Primary,3084,145.0629,-37.73539
Wantirna South Primary School,Government,Primary,3152,145.23734,-37.87253
Strathmore Primary School,Government,Primary,3041,144.917,-37.73551
Balwyn North Primary School,Government,Primary,3104,145.07704,-37.7967
Solway Primary School,Government,Primary,3147,145.07283,-37.87324
Wangaratta West Primary School,Government,Primary,3677,146.30442,-36.35413
Mount Beauty Primary School,Government,Primary,3699,147.17159,-36.7395
Newlands Primary School,Government,Primary,3072,144.98538,-37.73011
Somers School Camp,Government,Primary,3927,145.14575,-38.38878
Newborough Primary School,Government,Primary,3825,146.29279,-38.18858
Traralgon (Stockdale Road) Primary School,Government,Primary,3844,146.52417,-38.18998
Gowrie Street Primary School Shepparton,Government,Primary,3630,145.39635,-36.3668
Tootgarook Primary School,Government,Primary,3941,144.85732,-38.36948
Moe (South Street) Primary School,Government,Primary,3825,146.26006,-38.18319
Roslyn Primary School,Government,Primary,3216,144.32982,-38.17401
Newport Gardens Primary School,Government,Primary,3015,144.86883,-37.84521
St Georges Road Primary School Shepparton,Government,Primary,3630,145.40574,-36.39009
Malvern Valley Primary School,Government,Primary,3145,145.08149,-37.8807
Newborough East Primary School,Government,Primary,3825,146.29376,-38.179
Belmore School,Government,Special,3103,145.08114,-37.80428
Croxton Special School,Government,Special,3070,144.9874,-37.764
Herne Hill Primary School,Government,Primary,3218,144.33245,-38.12936
Frankston East Primary School,Government,Primary,3199,145.14553,-38.14663
Selby Primary School,Government,Primary,3159,145.36752,-37.91143
Reservoir East Primary School,Government,Primary,3073,145.02184,-37.71998
Tucker Road Bentleigh Primary School,Government,Primary,3204,145.04901,-37.93254
Katunga Primary School,Government,Primary,3640,145.45561,-35.99856
Ballarat North Primary School,Government,Primary,3350,143.86281,-37.5401
Bandiana Primary School,Government,Primary,3694,146.92714,-36.15296
Greythorn Primary School,Government,Primary,3104,145.09596,-37.80143
Warragul North Primary School,Government,Primary,3820,145.93985,-38.14811
Horsham West and Haven Primary School,Government,Primary,3400,142.17999,-36.71742
Traralgon (Kosciuszko Street) Primary School,Government,Primary,3844,146.51536,-38.19927
Traralgon (Liddiard Road) Primary School,Government,Primary,3844,146.55149,-38.20155
Eastwood Primary School,Government,Primary,3135,145.25295,-37.81724
Pascoe Vale South Primary School,Government,Primary,3044,144.93562,-37.74572
Lalor Primary School,Government,Primary,3075,145.02539,-37.67008
Reservoir West Primary School,Government,Primary,3073,144.99023,-37.72214
Coatesville Primary School,Government,Primary,3165,145.07363,-37.92008
Old Orchard Primary School,Government,Primary,3130,145.15251,-37.80757
Huntingdale Primary School,Government,Primary,3167,145.10236,-37.91308
Box Hill North Primary School,Government,Primary,3129,145.12331,-37.80079
Ferntree Gully North Primary School,Government,Primary,3156,145.29942,-37.87479
Ararat West Primary School,Government,Primary,3377,142.921,-37.27736
Oak Park Primary School,Government,Primary,3046,144.91504,-37.71553
Dandenong North Primary School,Government,Primary,3175,145.21447,-37.97664
Bairnsdale West Primary School,Government,Primary,3875,147.6081,-37.82454
Kalianna Special School,Government,Special,3550,144.27865,-36.73783
Harrisfield Primary School,Government,Primary,3174,145.1799,-37.95444
Pascoe Vale North Primary School,Government,Primary,3044,144.94848,-37.72126
Belle Vue Primary School,Government,Primary,3104,145.07865,-37.78252
Oberon Primary School,Government,Primary,3216,144.34199,-38.17944
Moe Primary School,Government,Primary,3825,146.24672,-38.18973
St Albans East Primary School,Government,Primary,3021,144.81109,-37.74217
Bourchier Street Primary School Shepparton,Government,Primary,3630,145.41297,-36.36654
Swan Hill North Primary School,Government,Primary,3585,143.54607,-35.33179
Sunshine Heights Primary School,Government,Primary,3020,144.81816,-37.79222
Sunshine North Primary School,Government,Primary,3020,144.83719,-37.77201
Banyule Primary School,Government,Primary,3084,145.07794,-37.74361
Portland South Primary School,Government,Primary,3305,141.61062,-38.36527
Rosanna Golf Links Primary School,Government,Primary,3084,145.07412,-37.73512
Cheltenham East Primary School,Government,Primary,3192,145.06835,-37.96526
Cranbourne South Primary School,Government,Primary,3977,145.24506,-38.14794
Yarrunga Primary School,Government,Primary,3677,146.31718,-36.37256
Ballarat Specialist School,Government,Special,3355,143.8187,-37.55244
Preston North East Primary School,Government,Primary,3072,145.02946,-37.73305
Orbost North Primary School,Government,Primary,3888,148.466,-37.69779
Nelson Park School,Government,Special,3215,144.3377,-38.11424
Craigieburn Primary School,Government,Primary,3064,144.93355,-37.58264
Warrnambool East Primary School,Government,Primary,3280,142.49958,-38.38959
Colac South West Primary School,Government,Primary,3250,143.57203,-38.34363
George Street Primary School - Hamilton,Government,Primary,3300,142.0344,-37.74662
Valkstone Primary School,Government,Primary,3165,145.05717,-37.91461
Overport Primary School,Government,Primary,3199,145.12697,-38.16049
Wembley Primary School,Government,Primary,3013,144.87443,-37.82104
Rosamond Special School,Government,Special,3019,144.85541,-37.77964
Bonbeach Primary School,Government,Primary,3196,145.12564,-38.06649
Heatherhill Primary School,Government,Primary,3171,145.15815,-37.96265
Beaumaris North Primary School,Government,Primary,3193,145.03661,-37.97424
Hamlyn Banks Primary School,Government,Primary,3215,144.3271,-38.11776
Yarraman Oaks Primary School,Government,Primary,3174,145.19153,-37.97029
Mount Pleasant Road Nunawading Primary School,Government,Primary,3131,145.18009,-37.82859
Glenroy West Primary School,Government,Primary,3046,144.90829,-37.70496
Dandenong South Primary School,Government,Primary,3175,145.21143,-37.99895
St Albans North Primary School,Government,Primary,3021,144.80201,-37.73174
Avondale Primary School,Government,Primary,3034,144.86085,-37.76784
Beverley Hills Primary School,Government,Primary,3109,145.15984,-37.79624
Wodonga West Primary School,Government,Primary,3690,146.87671,-36.12241
Frankston Heights Primary School,Government,Primary,3199,145.14717,-38.16181
Kerrimuir Primary School,Government,Primary,3129,145.13525,-37.80368
Heathmont East Primary School,Government,Primary,3135,145.25769,-37.83035
Strathmore North Primary School,Government,Primary,3041,144.91598,-37.72486
Oakleigh South Primary School,Government,Primary,3167,145.0947,-37.92221
Thomastown East Primary School,Government,Primary,3074,145.0249,-37.68033
Mount Waverley Heights Primary School,Government,Primary,3149,145.11184,-37.889
East Bentleigh Primary School,Government,Primary,3165,145.06942,-37.93451
Watsonia Primary School,Government,Primary,3087,145.08692,-37.70703
Parktone Primary School,Government,Primary,3195,145.08824,-37.98711
Antonio Park Primary School,Government,Primary,3132,145.206,-37.81619
Kingsbury Primary School,Government,Primary,3083,145.0372,-37.71602
Katandra School,Government,Special,3204,145.04074,-37.90206
Ardeer Primary School,Government,Primary,3022,144.80049,-37.78107
Westall Primary School,Government,Primary,3169,145.13574,-37.94219
Tullamarine Primary School,Government,Primary,3043,144.87957,-37.7022
Guthridge Primary School,Government,Primary,3850,147.08383,-38.0957
Park Orchards Primary School,Government,Primary,3114,145.21592,-37.77952
Albion North Primary School,Government,Primary,3020,144.82304,-37.76212
Blackburn Lake Primary School,Government,Primary,3130,145.1661,-37.8276
Laburnum Primary School,Government,Primary,3130,145.13921,-37.8271
Rollins Primary School,Government,Primary,3215,144.32646,-38.10121
Heatherwood School,Government,Special,3111,145.17804,-37.80034
Bellaire Primary School,Government,Primary,3216,144.31977,-38.17959
Pinewood Primary School,Government,Primary,3149,145.14234,-37.89012
Broadmeadows Primary School,Government,Primary,3047,144.92849,-37.68019
Moomba Park Primary School,Government,Primary,3060,144.96722,-37.69576
Keilor Heights Primary School,Government,Primary,3033,144.86649,-37.73752
Ainslie Parklands Primary School,Government,Primary,3136,145.26424,-37.79379
Parkmore Primary School,Government,Primary,3131,145.17718,-37.84384
Lara Primary School,Government,Primary,3212,144.41054,-38.01592
Mullum Primary School,Government,Primary,3134,145.23944,-37.79774
Cranbourne Park Primary School,Government,Primary,3977,145.27775,-38.10406
Viewbank Primary School,Government,Primary,3084,145.08999,-37.73473
Greenhills Primary School,Government,Primary,3088,145.11865,-37.69228
Upwey South Primary School,Government,Primary,3158,145.32684,-37.91314
Simpson Primary School,Government,Primary,3266,143.20788,-38.49862
Eltham East Primary School,Government,Primary,3095,145.15486,-37.71143
Belvedere Park Primary School,Government,Primary,3198,145.14693,-38.10984
Essex Heights Primary School,Government,Primary,3149,145.11564,-37.86299
Mountain Gate Primary School,Government,Primary,3156,145.26971,-37.88569
Fairhills Primary School,Government,Primary,3156,145.2648,-37.8696
Boronia West Primary School,Government,Primary,3155,145.27848,-37.85856
Southmoor Primary School,Government,Primary,3189,145.05697,-37.94118
Ringwood Heights Primary School,Government,Primary,3134,145.21721,-37.80423
Glenroy Specialist School,Government,Special,3046,144.92053,-37.69936
Ruskin Park Primary School,Government,Primary,3136,145.29616,-37.79894
Emerson School,Government,Special,3175,145.2081,-37.96986
Fyans Park Primary School,Government,Primary,3220,144.32686,-38.1538
Karingal Primary School,Government,Primary,3199,145.15228,-38.13792
Mount View Primary School,Government,Primary,3150,145.17881,-37.88348
Syndal South Primary School,Government,Primary,3149,145.1433,-37.87909
Montmorency South Primary School,Government,Primary,3094,145.12989,-37.72492
Berendale School,Government,Special,3188,145.03181,-37.93896
Altona North Primary School,Government,Primary,3025,144.84917,-37.83698
Burwood Heights Primary School,Government,Primary,3151,145.16328,-37.84675
Stawell West Primary School,Government,Primary,3380,142.77129,-37.06576
Watsonia Heights Primary School,Government,Primary,3088,145.10073,-37.7153
Forest Street Primary School,Government,Primary,3355,143.83543,-37.52319
Pembroke Primary School,Government,Primary,3138,145.32724,-37.7968
Mahogany Rise Primary School,Government,Primary,3200,145.1574,-38.12562
Wilmot Road Primary School Shepparton,Government,Primary,3630,145.4059,-36.3985
Bundoora Primary School,Government,Primary,3083,145.06299,-37.70734
University Park Primary School,Government,Primary,3021,144.80307,-37.75489
St Albans Heights Primary School,Government,Primary,3021,144.81037,-37.74865
Kerang South Primary School,Government,Primary,3579,143.92716,-35.74123
Hume Valley School,Government,Special,3047,144.92701,-37.6724
Mentone Park Primary School,Government,Primary,3194,145.0828,-37.98001
Donvale Primary School,Government,Primary,3111,145.17378,-37.80041
Bell Park North Primary School,Government,Primary,3215,144.33602,-38.10589
Boronia Heights Primary School,Government,Primary,3155,145.29648,-37.84457
Glenallen School,Government,Special,3150,145.16175,-37.88836
Churchill Primary School,Government,Primary,3842,146.41542,-38.3111
Montpellier Primary School,Government,Primary,3216,144.31612,-38.16627
Bayswater South Primary School,Government,Primary,3153,145.26135,-37.8549
Seaford North Primary School,Government,Primary,3198,145.13361,-38.09016
Morwell Park Primary School,Government,Primary,3840,146.42446,-38.22793
Lalor East Primary School,Government,Primary,3074,145.03554,-37.67658
Jackson School,Government,Special,3021,144.81418,-37.75602
Carlton Primary School,Government,Primary,3053,144.97045,-37.7956
Wangala Primary School,Government,Primary,3216,144.33986,-38.18571
Templestowe Valley Primary School,Government,Primary,3107,145.10938,-37.76061
Highvale Primary School,Government,Primary,3150,145.17407,-37.86702
Watsonia North Primary School,Government,Primary,3087,145.08051,-37.7004
Wooranna Park Primary School,Government,Primary,3175,145.21636,-37.96024
Knox Park Primary School,Government,Primary,3180,145.2514,-37.88363
Birralee Primary School,Government,Primary,3108,145.11335,-37.79342
Ararat North Primary School,Government,Primary,3377,142.94005,-37.27465
Derinya Primary School,Government,Primary,3199,145.12094,-38.17444
Thomastown West Primary School,Government,Primary,3074,145.00079,-37.6787
Rowville Primary School,Government,Primary,3178,145.23711,-37.92292
Mossfiel Primary School,Government,Primary,3029,144.69612,-37.87288
Templestowe Heights Primary School,Government,Primary,3107,145.11935,-37.76721
Ballam Park Primary School,Government,Primary,3199,145.15828,-38.14746
Sunbury West Primary School,Government,Primary,3429,144.71292,-37.5748
Gladstone Park Primary School,Government,Primary,3043,144.88658,-37.68715
Manchester Primary School,Government,Primary,3138,145.3084,-37.77227
Glendal Primary School,Government,Primary,3150,145.15904,-37.86708
Bimbadeen Heights Primary School,Government,Primary,3138,145.32114,-37.77376
Wattle View Primary School,Government,Primary,3156,145.27802,-37.87582
Sherbourne Primary School,Government,Primary,3088,145.13008,-37.70891
Donburn Primary School,Government,Primary,3109,145.16552,-37.78746
Guthrie Street Primary School Shepparton,Government,Primary,3630,145.39097,-36.3985
Araluen Primary School,Government,Primary,3850,147.08906,-38.10805
Royal Childrens Hospital Education Institute,Government,Special,3052,144.95097,-37.79435
Vermont South Special School,Government,Special,3133,145.1806,-37.85114
Concord School,Government,Special,3083,145.07501,-37.702
Deer Park West Primary School,Government,Primary,3023,144.76444,-37.772
Campbellfield Heights Primary School,Government,Primary,3061,144.96587,-37.67433
Lalor North Primary School,Government,Primary,3075,145.02854,-37.66415
Melton West Primary School,Government,Primary,3337,144.56749,-37.67748
Diamond Creek East Primary School,Government,Primary,3089,145.1656,-37.67419
Brandon Park Primary School,Government,Primary,3150,145.17325,-37.91432
Bayswater West Primary School,Government,Primary,3153,145.25305,-37.84907
Mornington Park Primary School,Government,Primary,3931,145.05875,-38.22603
Wodonga South Primary School,Government,Primary,3690,146.89399,-36.13962
Aldercourt Primary School,Government,Primary,3200,145.16162,-38.11662
Richmond West Primary School,Government,Primary,3121,144.99574,-37.81363
